Bag_Tag_ID,Inbound_Flight_Number,Outbound_Flight_Number,Inbound_Arrival_Time,Outbound_Departure_Time,Airport_MCT_for_Transfer,Gate_to_Gate_Distance,Transfer_Path_Type,Transfer_Buffer_Minutes,Bag_Transfer_Time,SLA_Compliance,Calculated_Transfer_Buffer_Minutes,SLA_Compliance_Calculated,Inbound_Arrival_Hour,Inbound_Arrival_Day_of_Week,MCT_Buffer_Difference
B0004839,LH625,SQ889,2025-07-16 11:08:00,2025-07-16 12:07:07,45,353.3086596445344,Manual,59.13,60.35,0,59.11666666666667,1,11,2,14.116666666666667
B0002738,LH476,LH240,2025-07-16 00:21:00,2025-07-16 01:22:56,45,884.9666795479325,Manual,61.94,63.17,0,61.93333333333333,1,0,2,16.93333333333333
B0000932,AI961,BA952,2025-07-16 06:01:00,2025-07-16 06:37:06,30,887.9452053079546,Manual,36.1,34.05,1,36.1,1,6,2,6.100000000000001
B0000632,EK382,LH679,2025-07-16 07:05:00,2025-07-16 07:44:34,30,524.5787732591074,Auto,39.58,39.58,1,39.56666666666667,1,7,2,9.56666666666667
B0004481,LH632,SQ546,2025-07-16 14:45:00,2025-07-16 15:39:07,30,279.3818031908264,Auto,54.12,57.21,0,54.11666666666667,1,14,2,24.116666666666667
B0003040,EK925,SQ919,2025-07-16 10:52:00,2025-07-16 11:20:26,45,721.9157715062307,Auto,28.43,33.13,0,28.433333333333334,0,10,2,-16.566666666666666
B0000853,BA689,BA568,2025-07-16 08:20:00,2025-07-16 09:12:31,30,703.379431205464,Auto,52.53,51.21,1,52.516666666666666,1,8,2,22.516666666666666
B0003711,EK871,SQ931,2025-07-16 22:30:00,2025-07-17 00:01:54,75,807.2972859200646,Manual,91.9,95.52,0,91.9,1,22,2,16.900000000000006
B0004109,LH680,BA732,2025-07-16 14:34:00,2025-07-16 15:21:12,45,811.6978570005007,Manual,47.2,56.98,0,47.2,1,14,2,2.200000000000003
B0003142,AI953,EK913,2025-07-16 03:45:00,2025-07-16 04:44:27,45,798.9046264695367,Manual,59.46,61.21,0,59.45,1,3,2,14.450000000000003
B0000328,LH418,SQ304,2025-07-16 00:49:00,2025-07-16 02:49:00,90,450.7184970075275,Auto,120.0,116.37,1,120.0,1,0,2,30.0
B0004802,BA803,EK944,2025-07-16 04:42:00,2025-07-16 05:35:48,45,687.1334524550269,Manual,53.8,62.36,0,53.8,1,4,2,8.799999999999997
B0002988,EK327,SQ531,2025-07-16 18:11:00,2025-07-16 18:58:50,45,765.8222940805468,Manual,47.84,50.11,0,47.833333333333336,1,18,2,2.8333333333333357
B0001993,EK851,EK205,2025-07-16 19:32:00,2025-07-16 20:13:21,30,544.2762124466836,Auto,41.36,32.29,1,41.35,1,19,2,11.350000000000001
B0001971,BA950,BA424,2025-07-16 06:58:00,2025-07-16 08:48:04,90,427.2126932515248,Manual,110.07,105.42,1,110.06666666666666,1,6,2,20.066666666666663
B0003326,BA894,EK372,2025-07-16 01:20:00,2025-07-16 02:01:19,45,745.844275771493,Auto,41.32,47.62,0,41.31666666666667,0,1,2,-3.68333333333333
B0004241,EK408,BA834,2025-07-16 12:51:00,2025-07-16 14:06:13,60,712.3926664552062,Auto,75.23,79.65,0,75.21666666666667,1,12,2,15.216666666666669
B0004894,BA989,LH548,2025-07-16 13:15:00,2025-07-16 14:42:57,90,934.3542602727852,Manual,87.97,90.05,0,87.95,0,13,2,-2.049999999999997
B0003135,AI852,LH946,2025-07-16 05:22:00,2025-07-16 06:01:39,45,905.5085354299148,Manual,39.66,45.84,0,39.65,0,5,2,-5.350000000000001
B0004546,EK994,LH431,2025-07-16 22:54:00,2025-07-17 00:38:39,75,648.7751689946855,Manual,104.65,109.42,0,104.65,1,22,2,29.650000000000006
B0003481,LH643,AI515,2025-07-16 17:09:00,2025-07-16 17:57:54,45,100.0,Auto,48.9,55.37,0,48.9,1,17,2,3.8999999999999986
B0004287,EK181,LH536,2025-07-16 01:37:00,2025-07-16 02:14:56,30,493.41734690570087,Auto,37.93,42.63,0,37.93333333333333,1,1,2,7.93333333333333
B0000166,AI110,LH708,2025-07-16 18:53:00,2025-07-16 20:19:58,75,550.3363567738804,Auto,86.98,85.14,1,86.96666666666667,1,18,2,11.966666666666669
B0003255,EK587,EK297,2025-07-16 00:51:00,2025-07-16 01:39:53,30,614.6332501915127,Auto,48.89,49.95,0,48.88333333333333,1,0,2,18.883333333333333
B0000003,LH908,SQ825,2025-07-16 14:17:00,2025-07-16 15:45:42,75,648.6209223487803,Manual,88.71,86.04,1,88.7,1,14,2,13.700000000000003
B0004350,LH780,BA805,2025-07-16 10:30:00,2025-07-16 11:06:37,30,335.2723886022477,Auto,36.63,40.83,0,36.61666666666667,1,10,2,6.616666666666667
B0003941,LH397,BA346,2025-07-16 22:40:00,2025-07-16 23:36:43,30,601.9787377403869,Auto,56.72,63.46,0,56.71666666666667,1,22,2,26.71666666666667
B0002153,SQ639,LH768,2025-07-16 12:28:00,2025-07-16 13:55:19,60,644.6278119866517,Manual,87.32,80.42,1,87.31666666666666,1,12,2,27.316666666666663
B0003754,BA114,AI246,2025-07-16 02:54:00,2025-07-16 03:32:32,45,811.3578361511418,Auto,38.54,40.85,0,38.53333333333333,0,2,2,-6.466666666666669
B0003207,LH845,AI727,2025-07-16 07:11:00,2025-07-16 08:26:16,60,988.0809972176108,Manual,75.28,80.74,0,75.26666666666667,1,7,2,15.266666666666666
B0004499,LH906,LH573,2025-07-16 04:29:00,2025-07-16 05:28:20,60,550.3122629198199,Auto,59.35,68.38,0,59.333333333333336,0,4,2,-0.6666666666666643
B0001750,SQ405,BA624,2025-07-16 21:36:00,2025-07-16 22:56:56,60,650.7245816015568,Manual,80.94,80.94,1,80.93333333333334,1,21,2,20.933333333333337
B0002454,SQ345,BA876,2025-07-16 02:15:00,2025-07-16 03:40:39,90,661.9556472640849,Auto,85.66,79.53,1,85.65,0,2,2,-4.349999999999994
B0001487,SQ133,LH429,2025-07-16 00:02:00,2025-07-16 00:53:43,45,584.3225633199319,Auto,51.72,48.37,1,51.71666666666667,1,0,2,6.716666666666669
B0003496,EK414,BA621,2025-07-16 06:01:00,2025-07-16 07:17:29,60,690.6719639210086,Manual,76.49,80.61,0,76.48333333333333,1,6,2,16.483333333333334
B0004184,SQ794,EK599,2025-07-16 17:53:00,2025-07-16 19:16:04,75,678.961107933716,Manual,83.08,87.11,0,83.06666666666666,1,17,2,8.066666666666663
B0000404,AI839,EK848,2025-07-16 08:19:00,2025-07-16 09:26:50,60,759.3243418848505,Manual,67.83,67.39,1,67.83333333333333,1,8,2,7.833333333333329
B0000323,AI725,BA469,2025-07-16 13:12:00,2025-07-16 13:51:50,30,516.9298092507072,Auto,39.84,35.92,1,39.833333333333336,1,13,2,9.833333333333336
B0004322,LH352,BA731,2025-07-16 13:12:00,2025-07-16 14:18:17,60,552.1516189350849,Auto,66.28,72.55,0,66.28333333333333,1,13,2,6.283333333333331
B0002464,LH578,SQ900,2025-07-16 06:35:00,2025-07-16 07:16:06,45,326.37063029863054,Auto,41.11,33.93,1,41.1,0,6,2,-3.8999999999999986
B0004509,AI496,BA678,2025-07-16 19:28:00,2025-07-16 20:58:40,75,584.4239658823018,Manual,90.68,99.15,0,90.66666666666667,1,19,2,15.666666666666671
B0002207,AI811,EK813,2025-07-16 04:47:00,2025-07-16 05:37:10,30,584.6567799648724,Auto,50.17,44.36,1,50.166666666666664,1,4,2,20.166666666666664
B0004883,BA240,BA826,2025-07-16 20:32:00,2025-07-16 21:59:00,90,559.0949199527722,Auto,87.01,91.8,0,87.0,0,20,2,-3.0
B0003557,SQ825,EK570,2025-07-16 14:51:00,2025-07-16 15:42:20,30,504.8122468135842,Manual,51.35,56.11,0,51.333333333333336,1,14,2,21.333333333333336
B0001767,SQ359,SQ252,2025-07-16 17:53:00,2025-07-16 19:14:34,60,793.4379036189307,Manual,81.58,76.58,1,81.56666666666666,1,17,2,21.566666666666663
B0004848,BA499,BA590,2025-07-16 19:44:00,2025-07-16 20:33:10,30,794.0977404302225,Auto,49.17,54.05,0,49.166666666666664,1,19,2,19.166666666666664
B0003857,SQ100,LH116,2025-07-16 02:26:00,2025-07-16 03:57:38,60,293.30429102372887,Auto,91.65,101.28,0,91.63333333333334,1,2,2,31.63333333333334
B0002637,BA462,LH675,2025-07-16 10:56:00,2025-07-16 11:51:19,45,197.5181056535057,Auto,55.33,63.93,0,55.31666666666667,1,10,2,10.31666666666667
B0004120,BA671,BA913,2025-07-16 16:15:00,2025-07-16 17:30:34,45,734.6140503757462,Manual,75.58,78.28,0,75.56666666666666,1,16,2,30.566666666666663
B0004069,SQ716,LH257,2025-07-16 04:54:00,2025-07-16 05:47:36,30,558.5087721413254,Auto,53.61,55.0,0,53.6,1,4,2,23.6
B0003304,EK434,SQ415,2025-07-16 01:48:00,2025-07-16 02:44:01,45,674.3576603409866,Manual,56.02,64.29,0,56.016666666666666,1,1,2,11.016666666666666
B0001381,AI794,EK521,2025-07-16 09:31:00,2025-07-16 10:23:45,60,568.8441578705,Auto,52.77,52.7,1,52.75,0,9,2,-7.25
B0001304,AI163,BA495,2025-07-16 21:10:00,2025-07-16 21:59:06,45,739.4225537953222,Manual,49.11,40.79,1,49.1,1,21,2,4.100000000000001
B0001944,AI633,BA974,2025-07-16 01:03:00,2025-07-16 02:03:41,45,507.1269359850175,Auto,60.7,59.31,1,60.68333333333333,1,1,2,15.68333333333333
B0001813,LH261,AI527,2025-07-16 00:24:00,2025-07-16 01:24:47,45,639.8052583383969,Auto,60.79,55.38,1,60.78333333333333,1,0,2,15.783333333333331
B0001403,SQ106,BA110,2025-07-16 12:44:00,2025-07-16 14:24:17,75,544.3010972619934,Manual,100.29,89.85,1,100.28333333333333,1,12,2,25.28333333333333
B0004926,BA320,SQ150,2025-07-16 03:20:00,2025-07-16 04:03:50,30,949.6536410283352,Manual,43.84,46.64,0,43.833333333333336,1,3,2,13.833333333333336
B0002212,SQ744,SQ666,2025-07-16 22:02:00,2025-07-16 23:11:26,45,572.435435250027,Manual,69.45,61.33,1,69.43333333333334,1,22,2,24.433333333333337
B0002263,AI909,BA740,2025-07-16 01:06:00,2025-07-16 02:44:10,90,945.8832838812116,Manual,98.17,92.61,1,98.16666666666667,1,1,2,8.166666666666671
B0004444,AI556,AI255,2025-07-16 02:40:00,2025-07-16 03:44:18,75,386.84074765198113,Manual,64.32,70.79,0,64.3,0,2,2,-10.700000000000003
B0000836,BA856,AI571,2025-07-16 01:38:00,2025-07-16 03:26:27,90,460.52607174318143,Auto,108.45,108.45,1,108.45,1,1,2,18.450000000000003
B0004247,SQ288,EK829,2025-07-16 21:47:00,2025-07-16 22:32:49,30,468.7864334740158,Auto,45.83,49.47,0,45.81666666666667,1,21,2,15.81666666666667
B0001279,AI865,SQ798,2025-07-16 05:17:00,2025-07-16 07:03:07,75,954.6737772064424,Manual,106.13,102.33,1,106.11666666666666,1,5,2,31.11666666666666
B0000105,LH107,SQ154,2025-07-16 13:31:00,2025-07-16 14:29:34,30,595.3307060167663,Auto,58.58,58.58,1,58.56666666666667,1,13,2,28.56666666666667
B0004754,AI373,SQ544,2025-07-16 19:24:00,2025-07-16 20:37:18,60,424.08343530817297,Auto,73.3,75.08,0,73.3,1,19,2,13.299999999999997
B0003667,EK526,AI201,2025-07-16 03:35:00,2025-07-16 05:03:43,75,364.969993695375,Auto,88.72,93.52,0,88.71666666666667,1,3,2,13.716666666666669
B0001449,LH988,AI964,2025-07-16 11:25:00,2025-07-16 12:56:00,75,773.8167909025815,Auto,91.01,86.44,1,91.0,1,11,2,16.0
B0004814,EK783,EK655,2025-07-16 09:34:00,2025-07-16 10:55:32,60,940.191444920047,Manual,81.54,87.87,0,81.53333333333333,1,9,2,21.53333333333333
B0004703,LH102,BA298,2025-07-16 01:46:00,2025-07-16 03:12:19,90,498.3061361505297,Auto,86.32,90.55,0,86.31666666666666,0,1,2,-3.683333333333337
B0001740,AI483,SQ693,2025-07-16 20:51:00,2025-07-16 22:32:10,75,423.5657115107895,Auto,101.17,95.01,1,101.16666666666667,1,20,2,26.16666666666667
B0003136,SQ636,LH199,2025-07-16 07:58:00,2025-07-16 08:43:12,30,195.25984636287103,Auto,45.21,51.81,0,45.2,1,7,2,15.200000000000003
B0000717,BA696,LH744,2025-07-16 08:02:00,2025-07-16 09:03:29,45,333.98399229256665,Auto,61.5,52.09,1,61.483333333333334,1,8,2,16.483333333333334
B0004005,BA936,LH144,2025-07-16 00:52:00,2025-07-16 02:22:24,75,622.7117407540826,Auto,90.41,94.01,0,90.4,1,0,2,15.400000000000006
B0003212,LH103,LH523,2025-07-16 14:14:00,2025-07-16 15:36:38,60,665.5552523911879,Manual,82.64,91.45,0,82.63333333333334,1,14,2,22.63333333333334
B0001916,BA782,SQ288,2025-07-16 08:11:00,2025-07-16 08:29:24,30,301.134084985071,Manual,18.4,8.77,1,18.4,0,8,2,-11.600000000000001
B0003120,EK602,AI850,2025-07-16 13:05:00,2025-07-16 14:45:56,75,729.1027782625029,Manual,100.94,102.4,0,100.93333333333334,1,13,2,25.933333333333337
B0004659,SQ861,AI553,2025-07-16 11:37:00,2025-07-16 13:10:40,90,1062.4782826136689,Manual,93.67,98.53,0,93.66666666666667,1,11,2,3.6666666666666714
B0002004,SQ304,LH564,2025-07-16 10:55:00,2025-07-16 12:12:18,60,836.7785252006613,Manual,77.31,77.31,1,77.3,1,10,2,17.299999999999997
B0003918,EK915,SQ204,2025-07-16 12:24:00,2025-07-16 13:56:23,90,789.6092110524859,Manual,92.39,100.93,0,92.38333333333334,1,12,2,2.38333333333334
B0002572,BA681,LH556,2025-07-16 08:16:00,2025-07-16 09:22:46,75,446.9156922853805,Auto,66.77,74.15,0,66.76666666666667,0,8,2,-8.233333333333334
B0004904,LH195,EK346,2025-07-16 01:46:00,2025-07-16 03:35:21,90,754.2659497553997,Manual,109.36,111.29,0,109.35,1,1,2,19.349999999999994
B0002952,LH982,SQ705,2025-07-16 10:52:00,2025-07-16 11:55:03,60,1134.9646683147914,Manual,63.06,68.77,0,63.05,1,10,2,3.049999999999997
B0001290,EK544,SQ654,2025-07-16 00:30:00,2025-07-16 01:48:30,75,600.8375030148794,Auto,78.51,77.8,1,78.5,1,0,2,3.5
B0004928,AI650,AI248,2025-07-16 11:09:00,2025-07-16 11:47:59,45,496.96063783591273,Auto,39.0,42.47,0,38.983333333333334,0,11,2,-6.016666666666666
B0000610,AI632,AI747,2025-07-16 18:34:00,2025-07-16 19:53:06,60,675.6783567594471,Manual,79.11,76.56,1,79.1,1,18,2,19.099999999999994
B0002836,SQ277,BA423,2025-07-16 09:00:00,2025-07-16 10:41:58,90,591.8319191288178,Manual,101.98,110.52,0,101.96666666666667,1,9,2,11.966666666666669
B0004486,AI103,SQ225,2025-07-16 19:43:00,2025-07-16 21:21:24,90,1147.0361122907084,Manual,98.4,103.56,0,98.4,1,19,2,8.400000000000006
B0001548,BA537,SQ964,2025-07-16 12:02:00,2025-07-16 12:35:04,45,696.7197917267108,Manual,33.07,16.75,1,33.06666666666667,0,12,2,-11.93333333333333
B0002801,AI332,LH173,2025-07-16 02:05:00,2025-07-16 02:51:15,30,478.88732329626026,Auto,46.26,48.5,0,46.25,1,2,2,16.25
B0002894,BA796,SQ279,2025-07-16 04:20:00,2025-07-16 06:11:20,90,736.6517643001661,Auto,111.34,114.0,0,111.33333333333333,1,4,2,21.33333333333333
B0004289,EK516,AI462,2025-07-16 14:56:00,2025-07-16 16:24:30,75,408.6322610978696,Auto,88.52,91.65,0,88.5,1,14,2,13.5
B0001860,BA952,EK443,2025-07-16 10:40:00,2025-07-16 12:18:19,90,1319.4700024782333,Manual,98.32,90.04,1,98.31666666666666,1,10,2,8.316666666666663
B0003318,SQ364,LH566,2025-07-16 04:13:00,2025-07-16 04:55:17,45,927.9423541567356,Manual,42.29,52.21,0,42.28333333333333,0,4,2,-2.7166666666666686
B0001443,EK472,EK427,2025-07-16 08:37:00,2025-07-16 09:27:40,30,1010.6433144859308,Manual,50.68,45.08,1,50.666666666666664,1,8,2,20.666666666666664
B0003003,AI109,LH603,2025-07-16 12:42:00,2025-07-16 14:13:03,75,658.3656909770735,Manual,91.06,96.77,0,91.05,1,12,2,16.049999999999997
B0003884,SQ908,BA328,2025-07-16 10:08:00,2025-07-16 10:44:51,45,590.9732104759539,Manual,36.85,45.64,0,36.85,0,10,2,-8.149999999999999
B0000072,SQ990,EK703,2025-07-16 13:50:00,2025-07-16 15:03:25,60,582.8201789829973,Manual,73.43,65.05,1,73.41666666666667,1,13,2,13.416666666666671
B0003100,EK603,BA523,2025-07-16 08:16:00,2025-07-16 09:47:13,75,472.3948851197956,Auto,91.22,93.1,0,91.21666666666667,1,8,2,16.21666666666667
B0000143,AI898,SQ963,2025-07-16 00:06:00,2025-07-16 01:46:14,75,544.4840705564665,Manual,100.25,96.8,1,100.23333333333333,1,0,2,25.233333333333334
B0001004,BA642,BA804,2025-07-16 15:49:00,2025-07-16 16:49:11,45,608.3511556999943,Auto,60.19,53.01,1,60.18333333333333,1,15,2,15.18333333333333
B0003310,BA509,SQ414,2025-07-16 16:40:00,2025-07-16 18:00:33,45,905.5295350313486,Manual,80.55,83.75,0,80.55,1,16,2,35.55
B0002458,AI731,AI331,2025-07-16 18:44:00,2025-07-16 19:22:26,30,1053.7425355312214,Manual,38.45,31.06,1,38.43333333333333,1,18,2,8.43333333333333
B0003067,AI936,BA855,2025-07-16 16:41:00,2025-07-16 17:21:09,30,676.9606890758572,Manual,40.16,44.85,0,40.15,1,16,2,10.149999999999999
B0001226,BA333,EK410,2025-07-16 01:01:00,2025-07-16 01:46:49,30,1013.9232902497052,Manual,45.82,45.82,1,45.81666666666667,1,1,2,15.81666666666667
B0003952,BA107,SQ644,2025-07-16 21:31:00,2025-07-16 22:17:27,45,564.9619856635034,Auto,46.46,54.82,0,46.45,1,21,2,1.4500000000000028
B0001791,AI614,LH879,2025-07-16 16:10:00,2025-07-16 17:59:16,90,957.647481580064,Manual,109.28,107.85,1,109.26666666666667,1,16,2,19.266666666666666
B0003150,BA532,BA434,2025-07-16 05:47:00,2025-07-16 06:24:44,30,646.5605425076839,Manual,37.75,42.6,0,37.733333333333334,1,5,2,7.733333333333334
B0004670,AI858,SQ598,2025-07-16 10:09:00,2025-07-16 10:47:22,45,941.51255573457,Manual,38.37,45.74,0,38.36666666666667,0,10,2,-6.633333333333333
B0004549,SQ180,BA329,2025-07-16 18:05:00,2025-07-16 19:48:08,75,993.1688605951316,Manual,103.14,107.85,0,103.13333333333334,1,18,2,28.13333333333334
B0003702,EK699,LH150,2025-07-16 13:58:00,2025-07-16 15:15:07,75,364.18759549316974,Auto,77.12,81.37,0,77.11666666666666,1,13,2,2.11666666666666
B0001987,SQ571,BA486,2025-07-16 02:41:00,2025-07-16 03:01:51,30,472.1898505432319,Auto,20.86,12.78,1,20.85,0,2,2,-9.149999999999999
B0003788,EK598,BA476,2025-07-16 21:17:00,2025-07-16 21:44:25,30,695.2879770736291,Auto,27.43,32.01,0,27.416666666666668,0,21,2,-2.583333333333332
B0001988,SQ773,SQ927,2025-07-16 17:22:00,2025-07-16 18:51:18,75,420.244397624365,Manual,89.31,82.69,1,89.3,1,17,2,14.299999999999997
B0002468,SQ686,BA648,2025-07-16 12:21:00,2025-07-16 13:25:46,45,686.3372963275015,Auto,64.78,55.03,1,64.76666666666667,1,12,2,19.766666666666666
B0003258,AI794,BA952,2025-07-16 08:30:00,2025-07-16 10:18:51,90,827.3081989580905,Manual,108.85,112.59,0,108.85,1,8,2,18.849999999999994
B0001884,LH730,LH857,2025-07-16 19:38:00,2025-07-16 21:05:06,90,593.4403789126624,Auto,87.11,84.56,1,87.1,0,19,2,-2.9000000000000057
B0001034,BA162,EK474,2025-07-16 16:15:00,2025-07-16 16:49:27,30,376.43555189017513,Auto,34.45,27.34,1,34.45,1,16,2,4.450000000000003
B0001397,AI900,AI558,2025-07-16 22:53:00,2025-07-17 00:24:25,75,822.3641037482245,Manual,91.42,82.93,1,91.41666666666667,1,22,2,16.41666666666667
B0003170,EK309,AI950,2025-07-16 21:22:00,2025-07-16 22:51:19,75,820.310551001406,Manual,89.33,97.02,0,89.31666666666666,1,21,2,14.316666666666663
B0000672,EK424,LH126,2025-07-16 00:02:00,2025-07-16 01:16:09,60,725.3803719421561,Manual,74.16,65.85,1,74.15,1,0,2,14.150000000000006
B0001358,AI965,EK972,2025-07-16 06:52:00,2025-07-16 07:19:49,30,407.81405249705256,Manual,27.82,21.2,1,27.816666666666666,0,6,2,-2.1833333333333336
B0004652,BA593,BA154,2025-07-16 07:09:00,2025-07-16 08:20:18,60,213.66916175521584,Auto,71.31,75.99,0,71.3,1,7,2,11.299999999999997
B0002535,AI945,BA141,2025-07-16 14:16:00,2025-07-16 15:14:50,45,688.3306827844203,Auto,58.84,61.35,0,58.833333333333336,1,14,2,13.833333333333336
B0002664,SQ239,AI503,2025-07-16 03:07:00,2025-07-16 04:27:25,60,611.499130409033,Auto,80.42,84.44,0,80.41666666666667,1,3,2,20.41666666666667
B0003218,AI482,AI176,2025-07-16 18:51:00,2025-07-16 20:06:24,75,866.915321499836,Manual,75.41,84.02,0,75.4,1,18,2,0.4000000000000057
B0001218,BA127,LH564,2025-07-16 21:11:00,2025-07-16 21:58:09,45,201.45118831659897,Auto,47.15,38.26,1,47.15,1,21,2,2.1499999999999986
B0001773,SQ988,BA707,2025-07-16 19:22:00,2025-07-16 20:52:28,75,723.9518226865363,Auto,90.48,79.61,1,90.46666666666667,1,19,2,15.466666666666669
B0000345,BA562,SQ556,2025-07-16 03:44:00,2025-07-16 05:10:31,90,620.6409278141324,Auto,86.52,71.74,1,86.51666666666667,0,3,2,-3.4833333333333343
B0000636,EK713,AI913,2025-07-16 10:25:00,2025-07-16 11:34:28,60,796.3549571702067,Auto,69.47,58.65,1,69.46666666666667,1,10,2,9.466666666666669
B0000203,AI964,BA621,2025-07-16 13:32:00,2025-07-16 15:01:06,60,589.5472109801368,Manual,89.11,89.11,1,89.1,1,13,2,29.099999999999994
B0004222,SQ961,EK768,2025-07-16 05:44:00,2025-07-16 06:47:51,60,510.96253449423415,Auto,63.86,66.18,0,63.85,1,5,2,3.8500000000000014
B0001738,EK438,EK203,2025-07-16 21:10:00,2025-07-16 22:17:35,60,727.8350531499493,Auto,67.6,61.94,1,67.58333333333333,1,21,2,7.583333333333329
B0000264,EK483,LH388,2025-07-16 05:29:00,2025-07-16 06:57:34,90,1042.6792128494578,Manual,88.57,83.35,1,88.56666666666666,0,5,2,-1.4333333333333371
B0000865,BA663,SQ228,2025-07-16 05:31:00,2025-07-16 06:25:25,45,731.6449638291235,Manual,54.42,47.17,1,54.416666666666664,1,5,2,9.416666666666664
B0004504,SQ406,SQ651,2025-07-16 01:12:00,2025-07-16 02:01:44,45,224.7337330717977,Auto,49.74,56.52,0,49.733333333333334,1,1,2,4.733333333333334
B0000214,LH665,EK855,2025-07-16 09:53:00,2025-07-16 11:36:28,90,413.0354558023419,Auto,103.48,93.86,1,103.46666666666667,1,9,2,13.466666666666669
B0004216,EK382,LH290,2025-07-16 17:18:00,2025-07-16 18:36:12,60,456.1542168324811,Auto,78.2,79.34,0,78.2,1,17,2,18.200000000000003
B0000239,SQ278,SQ234,2025-07-16 03:20:00,2025-07-16 04:47:09,90,677.1890144896325,Manual,87.15,73.89,1,87.15,0,3,2,-2.8499999999999943
B0003246,BA742,LH171,2025-07-16 18:12:00,2025-07-16 20:07:56,90,354.37412564164094,Auto,115.94,119.67,0,115.93333333333334,1,18,2,25.933333333333337
B0004592,BA686,LH748,2025-07-16 03:10:00,2025-07-16 05:01:25,90,490.3537627540007,Manual,111.43,112.82,0,111.41666666666667,1,3,2,21.41666666666667
B0001871,SQ961,BA674,2025-07-16 18:50:00,2025-07-16 19:44:52,45,737.5663226510601,Manual,54.88,42.49,1,54.86666666666667,1,18,2,9.866666666666667
B0003942,BA359,LH776,2025-07-16 17:34:00,2025-07-16 18:07:02,30,796.3220022446952,Manual,33.04,42.3,0,33.03333333333333,1,17,2,3.0333333333333314
B0002753,AI258,SQ847,2025-07-16 18:20:00,2025-07-16 19:26:20,60,882.270594699842,Manual,66.34,72.54,0,66.33333333333333,1,18,2,6.333333333333329
B0002926,LH334,AI831,2025-07-16 03:27:00,2025-07-16 05:04:32,75,724.3758256702558,Manual,97.54,104.4,0,97.53333333333333,1,3,2,22.53333333333333
B0004370,AI317,BA651,2025-07-16 21:52:00,2025-07-16 23:00:19,45,324.09327780874986,Auto,68.33,78.25,0,68.31666666666666,1,21,2,23.316666666666663
B0004777,LH426,BA749,2025-07-16 09:57:00,2025-07-16 11:29:03,90,573.7283022564496,Auto,92.06,101.52,0,92.05,1,9,2,2.049999999999997
B0001139,BA639,EK782,2025-07-16 00:27:00,2025-07-16 01:33:51,45,812.3435957388537,Auto,66.85,56.42,1,66.85,1,0,2,21.849999999999994
B0004326,SQ434,BA463,2025-07-16 18:38:00,2025-07-16 19:53:25,45,678.7060347438462,Auto,75.43,77.8,0,75.41666666666667,1,18,2,30.41666666666667
B0002822,LH556,BA746,2025-07-16 06:17:00,2025-07-16 07:28:10,60,504.5111670934628,Auto,71.17,80.84,0,71.16666666666667,1,6,2,11.166666666666671
B0004982,EK711,BA443,2025-07-16 16:47:00,2025-07-16 18:02:06,75,1056.9898803395904,Manual,75.1,78.02,0,75.1,1,16,2,0.09999999999999432
B0000488,EK697,LH644,2025-07-16 18:44:00,2025-07-16 20:26:52,90,767.1828397799268,Auto,102.88,88.31,1,102.86666666666666,1,18,2,12.86666666666666
B0000514,EK594,EK641,2025-07-16 03:13:00,2025-07-16 04:19:08,60,889.4605385988995,Manual,66.15,60.31,1,66.13333333333334,1,3,2,6.13333333333334
B0004976,AI785,BA696,2025-07-16 12:50:00,2025-07-16 13:30:35,30,466.4641873628784,Auto,40.59,48.65,0,40.583333333333336,1,12,2,10.583333333333336
B0003430,SQ104,SQ174,2025-07-16 06:16:00,2025-07-16 06:32:22,30,907.2739633970672,Manual,16.38,23.44,0,16.366666666666667,0,6,2,-13.633333333333333
B0000982,AI151,BA286,2025-07-16 19:28:00,2025-07-16 20:59:10,90,906.5846560587124,Manual,91.17,84.56,1,91.16666666666667,1,19,2,1.1666666666666714
B0003158,LH278,EK939,2025-07-16 10:56:00,2025-07-16 12:21:19,90,899.9801848998154,Auto,85.33,86.89,0,85.31666666666666,0,10,2,-4.683333333333337
B0001217,EK434,EK688,2025-07-16 22:20:00,2025-07-16 22:54:20,30,385.6868559778108,Auto,34.34,24.88,1,34.333333333333336,1,22,2,4.333333333333336
B0004460,SQ766,AI973,2025-07-16 03:36:00,2025-07-16 04:40:19,60,1027.2722989407362,Manual,64.33,70.51,0,64.31666666666666,1,3,2,4.316666666666663
B0003352,AI397,AI955,2025-07-16 15:34:00,2025-07-16 16:27:46,30,738.1952821106551,Auto,53.77,56.8,0,53.766666666666666,1,15,2,23.766666666666666
B0002089,EK736,AI898,2025-07-16 02:11:00,2025-07-16 02:37:26,30,520.5431687658298,Auto,26.44,21.86,1,26.433333333333334,0,2,2,-3.5666666666666664
B0003342,EK701,LH961,2025-07-16 20:52:00,2025-07-16 22:29:41,75,814.6011461002918,Auto,97.7,103.9,0,97.68333333333334,1,20,2,22.683333333333337
B0002773,BA888,AI271,2025-07-16 09:40:00,2025-07-16 11:17:01,75,605.7254789746455,Manual,97.02,100.83,0,97.01666666666667,1,9,2,22.016666666666666
B0003543,BA656,LH542,2025-07-16 08:38:00,2025-07-16 09:29:24,45,701.3537888298274,Manual,51.4,58.61,0,51.4,1,8,2,6.399999999999999
