Bag_Tag_ID,Flight_Number,Damage_Reported_Flag,Damage_Claim_Type,Damage_Reported_Time,Flight_Arrival_Time,Zone_of_Damage,Baggage_Type,Time_To_Report_Damage,Repeat_Zone_Incidents,Calculated_Time_To_Report_Damage,Is_Damaged_Bag,Damage_Reported_Hour,Damage_Reported_Day_of_Week,Damage_Report_Lag_Category
B0003654,BA406,0,Airline Tag Removed,2025-07-16 07:33:00,2025-07-16 07:33:00,Unspecified Handling Zone,Soft Shell,0.0,0,0.0,0,7,2,Immediate (0-5 min)
B0003655,BA951,0,Dented Casing,2025-07-16 15:29:00,2025-07-16 15:29:00,Unspecified Handling Zone,Regular,0.0,0,0.0,0,15,2,Immediate (0-5 min)
B0003656,LH559,0,Scratches/Scuffs,2025-07-16 19:13:00,2025-07-16 19:13:00,Unspecified Handling Zone,Hard Shell,0.0,0,0.0,0,19,2,Immediate (0-5 min)
B0003657,AI237,0,Lost Contents,2025-07-16 06:56:00,2025-07-16 06:56:00,Unspecified Handling Zone,Hard Shell,0.0,0,0.0,0,6,2,Immediate (0-5 min)
B0003658,AI637,0,Liquid Damage,2025-07-16 17:38:00,2025-07-16 17:38:00,Unspecified Handling Zone,Fragile,0.0,0,0.0,0,17,2,Immediate (0-5 min)
B0003659,EK333,0,Missing Handle,2025-07-16 20:42:00,2025-07-16 20:42:00,Unspecified Handling Zone,Fragile,0.0,0,0.0,0,20,2,Immediate (0-5 min)
B0003660,AI913,0,Broken Wheel,2025-07-16 08:57:00,2025-07-16 08:57:00,Unspecified Handling Zone,Hard Shell,0.0,0,0.0,0,8,2,Immediate (0-5 min)
B0003661,LH319,0,Lost Contents,2025-07-16 09:27:00,2025-07-16 09:27:00,Unspecified Handling Zone,Hard Shell,0.0,0,0.0,0,9,2,Immediate (0-5 min)
B0003662,BA613,0,Dented Casing,2025-07-16 06:25:00,2025-07-16 06:25:00,Unspecified Handling Zone,Hard Shell,0.0,0,0.0,0,6,2,Immediate (0-5 min)
B0003663,BA994,0,Liquid Damage,2025-07-16 15:47:00,2025-07-16 15:47:00,Unspecified Handling Zone,Soft Shell,0.0,0,0.0,0,15,2,Immediate (0-5 min)
B0003664,AI958,0,Cracked Shell,2025-07-16 20:44:00,2025-07-16 20:44:00,Unspecified Handling Zone,Regular,0.0,0,0.0,0,20,2,Immediate (0-5 min)
B0003665,AI567,0,Scratches/Scuffs,2025-07-16 17:43:00,2025-07-16 17:43:00,Unspecified Handling Zone,Soft Shell,0.0,0,0.0,0,17,2,Immediate (0-5 min)
B0003666,AI713,0,Airline Tag Removed,2025-07-16 08:26:00,2025-07-16 08:26:00,Unspecified Handling Zone,Regular,0.0,0,0.0,0,8,2,Immediate (0-5 min)
B0003667,AI810,0,Cracked Shell,2025-07-16 08:20:00,2025-07-16 08:20:00,Unspecified Handling Zone,Soft Shell,0.0,0,0.0,0,8,2,Immediate (0-5 min)
B0003668,SQ626,0,Liquid Damage,2025-07-16 01:12:00,2025-07-16 01:12:00,Unspecified Handling Zone,Regular,0.0,0,0.0,0,1,2,Immediate (0-5 min)
B0003669,LH306,0,Liquid Damage,2025-07-16 07:45:00,2025-07-16 07:45:00,Unspecified Handling Zone,Hard Shell,0.0,0,0.0,0,7,2,Immediate (0-5 min)
B0003670,AI812,0,Missing Handle,2025-07-16 18:43:00,2025-07-16 18:43:00,Unspecified Handling Zone,Soft Shell,0.0,0,0.0,0,18,2,Immediate (0-5 min)
B0003671,SQ184,0,Broken Wheel,2025-07-16 05:55:00,2025-07-16 05:55:00,Unspecified Handling Zone,Regular,0.0,0,0.0,0,5,2,Immediate (0-5 min)
B0003672,LH409,0,Airline Tag Removed,2025-07-16 13:52:00,2025-07-16 13:52:00,Unspecified Handling Zone,Regular,0.0,0,0.0,0,13,2,Immediate (0-5 min)
B0003673,BA632,0,Cracked Shell,2025-07-16 11:16:00,2025-07-16 11:16:00,Unspecified Handling Zone,Fragile,0.0,0,0.0,0,11,2,Immediate (0-5 min)
B0003674,BA841,0,Broken Wheel,2025-07-16 15:08:00,2025-07-16 15:08:00,Unspecified Handling Zone,Regular,0.0,0,0.0,0,15,2,Immediate (0-5 min)
B0003675,AI431,0,Zipper Malfunction,2025-07-16 19:42:00,2025-07-16 19:42:00,Unspecified Handling Zone,Regular,0.0,0,0.0,0,19,2,Immediate (0-5 min)
B0003676,SQ721,0,Torn Fabric,2025-07-16 06:05:00,2025-07-16 06:05:00,Unspecified Handling Zone,Regular,0.0,0,0.0,0,6,2,Immediate (0-5 min)
B0003677,BA681,0,Zipper Malfunction,2025-07-16 20:44:00,2025-07-16 20:44:00,Unspecified Handling Zone,Hard Shell,0.0,0,0.0,0,20,2,Immediate (0-5 min)
B0003678,AI330,0,Dented Casing,2025-07-16 15:46:00,2025-07-16 15:46:00,Unspecified Handling Zone,Hard Shell,0.0,0,0.0,0,15,2,Immediate (0-5 min)
B0003679,LH136,0,Dented Casing,2025-07-16 19:44:00,2025-07-16 19:44:00,Unspecified Handling Zone,Fragile,0.0,0,0.0,0,19,2,Immediate (0-5 min)
B0003680,SQ927,0,Broken Wheel,2025-07-16 10:31:00,2025-07-16 10:31:00,Unspecified Handling Zone,Soft Shell,0.0,0,0.0,0,10,2,Immediate (0-5 min)
B0003681,EK796,0,Lost Contents,2025-07-16 02:25:00,2025-07-16 02:25:00,Unspecified Handling Zone,Regular,0.0,0,0.0,0,2,2,Immediate (0-5 min)
B0003682,BA183,0,Torn Fabric,2025-07-16 00:28:00,2025-07-16 00:28:00,Unspecified Handling Zone,Regular,0.0,0,0.0,0,0,2,Immediate (0-5 min)
B0003683,LH807,0,Scratches/Scuffs,2025-07-16 00:39:00,2025-07-16 00:39:00,Unspecified Handling Zone,Soft Shell,0.0,0,0.0,0,0,2,Immediate (0-5 min)
B0003684,LH259,0,Zipper Malfunction,2025-07-16 15:34:00,2025-07-16 15:34:00,Unspecified Handling Zone,Hard Shell,0.0,0,0.0,0,15,2,Immediate (0-5 min)
B0003685,LH440,0,Lost Contents,2025-07-16 17:52:00,2025-07-16 17:52:00,Unspecified Handling Zone,Regular,0.0,0,0.0,0,17,2,Immediate (0-5 min)
B0003686,AI454,0,Scratches/Scuffs,2025-07-16 03:08:00,2025-07-16 03:08:00,Unspecified Handling Zone,Fragile,0.0,0,0.0,0,3,2,Immediate (0-5 min)
B0003687,EK851,0,Cracked Shell,2025-07-16 05:38:00,2025-07-16 05:38:00,Unspecified Handling Zone,Regular,0.0,0,0.0,0,5,2,Immediate (0-5 min)
B0003688,EK817,0,Scratches/Scuffs,2025-07-16 20:10:00,2025-07-16 20:10:00,Unspecified Handling Zone,Hard Shell,0.0,0,0.0,0,20,2,Immediate (0-5 min)
B0003689,BA918,0,Dented Casing,2025-07-16 06:15:00,2025-07-16 06:15:00,Unspecified Handling Zone,Hard Shell,0.0,0,0.0,0,6,2,Immediate (0-5 min)
B0003690,SQ503,0,Dented Casing,2025-07-16 03:30:00,2025-07-16 03:30:00,Unspecified Handling Zone,Soft Shell,0.0,0,0.0,0,3,2,Immediate (0-5 min)
B0003691,AI290,0,Torn Fabric,2025-07-16 18:34:00,2025-07-16 18:34:00,Unspecified Handling Zone,Regular,0.0,0,0.0,0,18,2,Immediate (0-5 min)
B0003692,LH690,0,Torn Fabric,2025-07-16 12:14:00,2025-07-16 12:14:00,Unspecified Handling Zone,Soft Shell,0.0,0,0.0,0,12,2,Immediate (0-5 min)
B0003693,SQ827,0,Airline Tag Removed,2025-07-16 05:52:00,2025-07-16 05:52:00,Unspecified Handling Zone,Fragile,0.0,0,0.0,0,5,2,Immediate (0-5 min)
B0003694,AI387,0,Lost Contents,2025-07-16 04:47:00,2025-07-16 04:47:00,Unspecified Handling Zone,Soft Shell,0.0,0,0.0,0,4,2,Immediate (0-5 min)
B0003695,AI297,0,Missing Handle,2025-07-16 01:01:00,2025-07-16 01:01:00,Unspecified Handling Zone,Fragile,0.0,0,0.0,0,1,2,Immediate (0-5 min)
B0003696,BA700,0,Lost Contents,2025-07-16 22:51:00,2025-07-16 22:51:00,Unspecified Handling Zone,Regular,0.0,0,0.0,0,22,2,Immediate (0-5 min)
B0003697,BA183,0,Liquid Damage,2025-07-16 06:33:00,2025-07-16 06:33:00,Unspecified Handling Zone,Hard Shell,0.0,0,0.0,0,6,2,Immediate (0-5 min)
B0003698,LH598,0,Missing Handle,2025-07-16 02:43:00,2025-07-16 02:43:00,Unspecified Handling Zone,Fragile,0.0,0,0.0,0,2,2,Immediate (0-5 min)
B0003699,LH184,0,Cracked Shell,2025-07-16 10:56:00,2025-07-16 10:56:00,Unspecified Handling Zone,Hard Shell,0.0,0,0.0,0,10,2,Immediate (0-5 min)
B0003700,AI525,0,Missing Handle,2025-07-16 15:39:00,2025-07-16 15:39:00,Unspecified Handling Zone,Hard Shell,0.0,0,0.0,0,15,2,Immediate (0-5 min)
B0003701,LH386,0,Broken Wheel,2025-07-16 22:27:00,2025-07-16 22:27:00,Unspecified Handling Zone,Hard Shell,0.0,0,0.0,0,22,2,Immediate (0-5 min)
B0003702,AI656,0,Torn Fabric,2025-07-16 22:25:00,2025-07-16 22:25:00,Unspecified Handling Zone,Hard Shell,0.0,0,0.0,0,22,2,Immediate (0-5 min)
B0003703,AI856,0,Lost Contents,2025-07-16 01:10:00,2025-07-16 01:10:00,Unspecified Handling Zone,Regular,0.0,0,0.0,0,1,2,Immediate (0-5 min)
B0003704,EK406,0,Liquid Damage,2025-07-16 08:47:00,2025-07-16 08:47:00,Unspecified Handling Zone,Hard Shell,0.0,0,0.0,0,8,2,Immediate (0-5 min)
B0003705,AI896,0,Liquid Damage,2025-07-16 11:11:00,2025-07-16 11:11:00,Unspecified Handling Zone,Regular,0.0,0,0.0,0,11,2,Immediate (0-5 min)
B0003706,EK888,0,Airline Tag Removed,2025-07-16 00:11:00,2025-07-16 00:11:00,Unspecified Handling Zone,Soft Shell,0.0,0,0.0,0,0,2,Immediate (0-5 min)
B0003707,SQ674,0,Broken Wheel,2025-07-16 04:33:00,2025-07-16 04:33:00,Unspecified Handling Zone,Soft Shell,0.0,0,0.0,0,4,2,Immediate (0-5 min)
B0003708,AI219,0,Zipper Malfunction,2025-07-16 19:06:00,2025-07-16 19:06:00,Unspecified Handling Zone,Hard Shell,0.0,0,0.0,0,19,2,Immediate (0-5 min)
B0003709,SQ936,0,Missing Handle,2025-07-16 07:40:00,2025-07-16 07:40:00,Unspecified Handling Zone,Fragile,0.0,0,0.0,0,7,2,Immediate (0-5 min)
B0003710,BA299,0,Zipper Malfunction,2025-07-16 11:42:00,2025-07-16 11:42:00,Unspecified Handling Zone,Fragile,0.0,0,0.0,0,11,2,Immediate (0-5 min)
B0003711,SQ587,0,Torn Fabric,2025-07-16 19:13:00,2025-07-16 19:13:00,Unspecified Handling Zone,Soft Shell,0.0,0,0.0,0,19,2,Immediate (0-5 min)
B0003712,BA622,0,Cracked Shell,2025-07-16 10:44:00,2025-07-16 10:44:00,Unspecified Handling Zone,Soft Shell,0.0,0,0.0,0,10,2,Immediate (0-5 min)
B0003713,SQ187,0,Broken Wheel,2025-07-16 12:52:00,2025-07-16 12:52:00,Unspecified Handling Zone,Hard Shell,0.0,0,0.0,0,12,2,Immediate (0-5 min)
B0003714,AI752,0,Airline Tag Removed,2025-07-16 20:13:00,2025-07-16 20:13:00,Unspecified Handling Zone,Hard Shell,0.0,0,0.0,0,20,2,Immediate (0-5 min)
B0003715,SQ557,0,Dented Casing,2025-07-16 17:45:00,2025-07-16 17:45:00,Unspecified Handling Zone,Fragile,0.0,0,0.0,0,17,2,Immediate (0-5 min)
B0003716,BA735,0,Zipper Malfunction,2025-07-16 21:50:00,2025-07-16 21:50:00,Unspecified Handling Zone,Fragile,0.0,0,0.0,0,21,2,Immediate (0-5 min)
B0003717,BA789,0,Zipper Malfunction,2025-07-16 16:25:00,2025-07-16 16:25:00,Unspecified Handling Zone,Soft Shell,0.0,0,0.0,0,16,2,Immediate (0-5 min)
B0003718,AI585,0,Dented Casing,2025-07-16 04:14:00,2025-07-16 04:14:00,Unspecified Handling Zone,Regular,0.0,0,0.0,0,4,2,Immediate (0-5 min)
B0003719,LH584,0,Missing Handle,2025-07-16 00:42:00,2025-07-16 00:42:00,Unspecified Handling Zone,Regular,0.0,0,0.0,0,0,2,Immediate (0-5 min)
B0003720,BA441,0,Zipper Malfunction,2025-07-16 17:35:00,2025-07-16 17:35:00,Unspecified Handling Zone,Fragile,0.0,0,0.0,0,17,2,Immediate (0-5 min)
B0003721,EK850,0,Scratches/Scuffs,2025-07-16 07:34:00,2025-07-16 07:34:00,Unspecified Handling Zone,Fragile,0.0,0,0.0,0,7,2,Immediate (0-5 min)
B0003722,AI408,0,Dented Casing,2025-07-16 06:25:00,2025-07-16 06:25:00,Unspecified Handling Zone,Soft Shell,0.0,0,0.0,0,6,2,Immediate (0-5 min)
B0003723,BA361,0,Airline Tag Removed,2025-07-16 21:59:00,2025-07-16 21:59:00,Unspecified Handling Zone,Fragile,0.0,0,0.0,0,21,2,Immediate (0-5 min)
B0003724,AI392,0,Missing Handle,2025-07-16 12:31:00,2025-07-16 12:31:00,Unspecified Handling Zone,Regular,0.0,0,0.0,0,12,2,Immediate (0-5 min)
B0003725,EK479,0,Missing Handle,2025-07-16 03:44:00,2025-07-16 03:44:00,Unspecified Handling Zone,Regular,0.0,0,0.0,0,3,2,Immediate (0-5 min)
B0003726,EK392,0,Lost Contents,2025-07-16 15:12:00,2025-07-16 15:12:00,Unspecified Handling Zone,Hard Shell,0.0,0,0.0,0,15,2,Immediate (0-5 min)
B0003727,LH490,0,Torn Fabric,2025-07-16 08:16:00,2025-07-16 08:16:00,Unspecified Handling Zone,Regular,0.0,0,0.0,0,8,2,Immediate (0-5 min)
B0003728,EK118,0,Lost Contents,2025-07-16 21:51:00,2025-07-16 21:51:00,Unspecified Handling Zone,Soft Shell,0.0,0,0.0,0,21,2,Immediate (0-5 min)
B0003729,BA181,0,Broken Wheel,2025-07-16 20:51:00,2025-07-16 20:51:00,Unspecified Handling Zone,Fragile,0.0,0,0.0,0,20,2,Immediate (0-5 min)
B0003730,SQ479,0,Torn Fabric,2025-07-16 14:39:00,2025-07-16 14:39:00,Unspecified Handling Zone,Regular,0.0,0,0.0,0,14,2,Immediate (0-5 min)
B0003731,BA691,0,Liquid Damage,2025-07-16 13:41:00,2025-07-16 13:41:00,Unspecified Handling Zone,Regular,0.0,0,0.0,0,13,2,Immediate (0-5 min)
B0003732,BA615,0,Cracked Shell,2025-07-16 18:11:00,2025-07-16 18:11:00,Unspecified Handling Zone,Fragile,0.0,0,0.0,0,18,2,Immediate (0-5 min)
B0003733,LH725,0,Zipper Malfunction,2025-07-16 21:54:00,2025-07-16 21:54:00,Unspecified Handling Zone,Soft Shell,0.0,0,0.0,0,21,2,Immediate (0-5 min)
B0003734,SQ437,0,Dented Casing,2025-07-16 16:30:00,2025-07-16 16:30:00,Unspecified Handling Zone,Soft Shell,0.0,0,0.0,0,16,2,Immediate (0-5 min)
B0003735,LH300,0,Cracked Shell,2025-07-16 16:41:00,2025-07-16 16:41:00,Unspecified Handling Zone,Regular,0.0,0,0.0,0,16,2,Immediate (0-5 min)
B0003736,SQ131,0,Broken Wheel,2025-07-16 22:22:00,2025-07-16 22:22:00,Unspecified Handling Zone,Regular,0.0,0,0.0,0,22,2,Immediate (0-5 min)
B0003737,AI483,0,Cracked Shell,2025-07-16 00:34:00,2025-07-16 00:34:00,Unspecified Handling Zone,Fragile,0.0,0,0.0,0,0,2,Immediate (0-5 min)
B0003738,BA284,0,Dented Casing,2025-07-16 22:07:00,2025-07-16 22:07:00,Unspecified Handling Zone,Hard Shell,0.0,0,0.0,0,22,2,Immediate (0-5 min)
B0003739,BA223,0,Broken Wheel,2025-07-16 09:40:00,2025-07-16 09:40:00,Unspecified Handling Zone,Soft Shell,0.0,0,0.0,0,9,2,Immediate (0-5 min)
B0003740,EK778,0,Torn Fabric,2025-07-16 07:52:00,2025-07-16 07:52:00,Unspecified Handling Zone,Fragile,0.0,0,0.0,0,7,2,Immediate (0-5 min)
B0003741,LH349,0,Broken Wheel,2025-07-16 17:45:00,2025-07-16 17:45:00,Unspecified Handling Zone,Hard Shell,0.0,0,0.0,0,17,2,Immediate (0-5 min)
B0003742,LH722,0,Scratches/Scuffs,2025-07-16 02:09:00,2025-07-16 02:09:00,Unspecified Handling Zone,Hard Shell,0.0,0,0.0,0,2,2,Immediate (0-5 min)
B0003743,SQ675,0,Liquid Damage,2025-07-16 17:29:00,2025-07-16 17:29:00,Unspecified Handling Zone,Fragile,0.0,0,0.0,0,17,2,Immediate (0-5 min)
B0003744,SQ680,0,Torn Fabric,2025-07-16 02:36:00,2025-07-16 02:36:00,Unspecified Handling Zone,Fragile,0.0,0,0.0,0,2,2,Immediate (0-5 min)
B0003745,AI840,0,Lost Contents,2025-07-16 02:40:00,2025-07-16 02:40:00,Unspecified Handling Zone,Hard Shell,0.0,0,0.0,0,2,2,Immediate (0-5 min)
B0003746,AI904,0,Lost Contents,2025-07-16 20:14:00,2025-07-16 20:14:00,Unspecified Handling Zone,Fragile,0.0,0,0.0,0,20,2,Immediate (0-5 min)
B0003747,SQ324,0,Cracked Shell,2025-07-16 03:21:00,2025-07-16 03:21:00,Unspecified Handling Zone,Soft Shell,0.0,0,0.0,0,3,2,Immediate (0-5 min)
B0003748,EK762,0,Dented Casing,2025-07-16 01:42:00,2025-07-16 01:42:00,Unspecified Handling Zone,Soft Shell,0.0,0,0.0,0,1,2,Immediate (0-5 min)
B0003749,AI542,0,Airline Tag Removed,2025-07-16 14:04:00,2025-07-16 14:04:00,Unspecified Handling Zone,Fragile,0.0,0,0.0,0,14,2,Immediate (0-5 min)
B0003750,EK879,0,Liquid Damage,2025-07-16 19:57:00,2025-07-16 19:57:00,Unspecified Handling Zone,Hard Shell,0.0,0,0.0,0,19,2,Immediate (0-5 min)
B0003751,BA770,0,Zipper Malfunction,2025-07-16 08:48:00,2025-07-16 08:48:00,Unspecified Handling Zone,Hard Shell,0.0,0,0.0,0,8,2,Immediate (0-5 min)
B0003752,EK397,0,Broken Wheel,2025-07-16 10:32:00,2025-07-16 10:32:00,Unspecified Handling Zone,Fragile,0.0,0,0.0,0,10,2,Immediate (0-5 min)
B0003753,BA565,0,Zipper Malfunction,2025-07-16 13:14:00,2025-07-16 13:14:00,Unspecified Handling Zone,Fragile,0.0,0,0.0,0,13,2,Immediate (0-5 min)
B0003754,BA264,0,Torn Fabric,2025-07-16 18:52:00,2025-07-16 18:52:00,Unspecified Handling Zone,Soft Shell,0.0,0,0.0,0,18,2,Immediate (0-5 min)
B0003755,AI149,0,Cracked Shell,2025-07-16 14:27:00,2025-07-16 14:27:00,Unspecified Handling Zone,Soft Shell,0.0,0,0.0,0,14,2,Immediate (0-5 min)
B0003756,SQ747,0,Scratches/Scuffs,2025-07-16 15:54:00,2025-07-16 15:54:00,Unspecified Handling Zone,Hard Shell,0.0,0,0.0,0,15,2,Immediate (0-5 min)
B0003757,AI444,0,Broken Wheel,2025-07-16 12:34:00,2025-07-16 12:34:00,Unspecified Handling Zone,Regular,0.0,0,0.0,0,12,2,Immediate (0-5 min)
B0003758,SQ457,0,Broken Wheel,2025-07-16 21:56:00,2025-07-16 21:56:00,Unspecified Handling Zone,Soft Shell,0.0,0,0.0,0,21,2,Immediate (0-5 min)
B0003759,EK323,0,Scratches/Scuffs,2025-07-16 04:00:00,2025-07-16 04:00:00,Unspecified Handling Zone,Soft Shell,0.0,0,0.0,0,4,2,Immediate (0-5 min)
B0003760,BA835,0,Missing Handle,2025-07-16 06:50:00,2025-07-16 06:50:00,Unspecified Handling Zone,Hard Shell,0.0,0,0.0,0,6,2,Immediate (0-5 min)
B0003761,LH736,0,Lost Contents,2025-07-16 17:41:00,2025-07-16 17:41:00,Unspecified Handling Zone,Fragile,0.0,0,0.0,0,17,2,Immediate (0-5 min)
B0003762,AI221,0,Scratches/Scuffs,2025-07-16 16:00:00,2025-07-16 16:00:00,Unspecified Handling Zone,Regular,0.0,0,0.0,0,16,2,Immediate (0-5 min)
B0003763,SQ627,0,Cracked Shell,2025-07-16 00:32:00,2025-07-16 00:32:00,Unspecified Handling Zone,Soft Shell,0.0,0,0.0,0,0,2,Immediate (0-5 min)
B0003764,AI672,0,Broken Wheel,2025-07-16 16:08:00,2025-07-16 16:08:00,Unspecified Handling Zone,Soft Shell,0.0,0,0.0,0,16,2,Immediate (0-5 min)
B0003765,LH410,0,Lost Contents,2025-07-16 14:55:00,2025-07-16 14:55:00,Unspecified Handling Zone,Regular,0.0,0,0.0,0,14,2,Immediate (0-5 min)
B0003766,BA593,0,Broken Wheel,2025-07-16 15:12:00,2025-07-16 15:12:00,Unspecified Handling Zone,Hard Shell,0.0,0,0.0,0,15,2,Immediate (0-5 min)
B0003767,LH926,0,Broken Wheel,2025-07-16 20:16:00,2025-07-16 20:16:00,Unspecified Handling Zone,Hard Shell,0.0,0,0.0,0,20,2,Immediate (0-5 min)
B0003768,AI838,0,Broken Wheel,2025-07-16 13:35:00,2025-07-16 13:35:00,Unspecified Handling Zone,Fragile,0.0,0,0.0,0,13,2,Immediate (0-5 min)
B0003769,EK631,0,Torn Fabric,2025-07-16 16:42:00,2025-07-16 16:42:00,Unspecified Handling Zone,Soft Shell,0.0,0,0.0,0,16,2,Immediate (0-5 min)
B0003770,BA949,0,Scratches/Scuffs,2025-07-16 21:48:00,2025-07-16 21:48:00,Unspecified Handling Zone,Soft Shell,0.0,0,0.0,0,21,2,Immediate (0-5 min)
B0003771,SQ799,0,Scratches/Scuffs,2025-07-16 21:28:00,2025-07-16 21:28:00,Unspecified Handling Zone,Hard Shell,0.0,0,0.0,0,21,2,Immediate (0-5 min)
B0003772,SQ304,0,Zipper Malfunction,2025-07-16 06:57:00,2025-07-16 06:57:00,Unspecified Handling Zone,Fragile,0.0,0,0.0,0,6,2,Immediate (0-5 min)
B0003773,EK284,0,Dented Casing,2025-07-16 17:05:00,2025-07-16 17:05:00,Unspecified Handling Zone,Fragile,0.0,0,0.0,0,17,2,Immediate (0-5 min)
B0003774,AI769,0,Lost Contents,2025-07-16 02:57:00,2025-07-16 02:57:00,Unspecified Handling Zone,Soft Shell,0.0,0,0.0,0,2,2,Immediate (0-5 min)
B0003775,SQ537,0,Missing Handle,2025-07-16 05:17:00,2025-07-16 05:17:00,Unspecified Handling Zone,Fragile,0.0,0,0.0,0,5,2,Immediate (0-5 min)
B0003776,BA908,0,Torn Fabric,2025-07-16 01:24:00,2025-07-16 01:24:00,Unspecified Handling Zone,Soft Shell,0.0,0,0.0,0,1,2,Immediate (0-5 min)
B0003777,SQ277,0,Missing Handle,2025-07-16 20:57:00,2025-07-16 20:57:00,Unspecified Handling Zone,Regular,0.0,0,0.0,0,20,2,Immediate (0-5 min)
B0003778,SQ812,0,Cracked Shell,2025-07-16 19:53:00,2025-07-16 19:53:00,Unspecified Handling Zone,Fragile,0.0,0,0.0,0,19,2,Immediate (0-5 min)
B0003779,EK315,0,Scratches/Scuffs,2025-07-16 14:38:00,2025-07-16 14:38:00,Unspecified Handling Zone,Fragile,0.0,0,0.0,0,14,2,Immediate (0-5 min)
B0003780,BA624,0,Cracked Shell,2025-07-16 10:56:00,2025-07-16 10:56:00,Unspecified Handling Zone,Hard Shell,0.0,0,0.0,0,10,2,Immediate (0-5 min)
B0003781,LH878,0,Cracked Shell,2025-07-16 12:20:00,2025-07-16 12:20:00,Unspecified Handling Zone,Hard Shell,0.0,0,0.0,0,12,2,Immediate (0-5 min)
B0003782,BA570,0,Cracked Shell,2025-07-16 22:03:00,2025-07-16 22:03:00,Unspecified Handling Zone,Fragile,0.0,0,0.0,0,22,2,Immediate (0-5 min)
B0003783,AI909,0,Airline Tag Removed,2025-07-16 01:24:00,2025-07-16 01:24:00,Unspecified Handling Zone,Fragile,0.0,0,0.0,0,1,2,Immediate (0-5 min)
B0003784,SQ918,0,Missing Handle,2025-07-16 05:57:00,2025-07-16 05:57:00,Unspecified Handling Zone,Regular,0.0,0,0.0,0,5,2,Immediate (0-5 min)
B0003785,LH591,0,Torn Fabric,2025-07-16 00:30:00,2025-07-16 00:30:00,Unspecified Handling Zone,Regular,0.0,0,0.0,0,0,2,Immediate (0-5 min)
B0003786,EK725,0,Scratches/Scuffs,2025-07-16 06:04:00,2025-07-16 06:04:00,Unspecified Handling Zone,Fragile,0.0,0,0.0,0,6,2,Immediate (0-5 min)
B0003787,SQ496,0,Broken Wheel,2025-07-16 14:47:00,2025-07-16 14:47:00,Unspecified Handling Zone,Regular,0.0,0,0.0,0,14,2,Immediate (0-5 min)
B0003788,EK338,0,Lost Contents,2025-07-16 06:22:00,2025-07-16 06:22:00,Unspecified Handling Zone,Hard Shell,0.0,0,0.0,0,6,2,Immediate (0-5 min)
B0003789,BA802,0,Dented Casing,2025-07-16 05:48:00,2025-07-16 05:48:00,Unspecified Handling Zone,Fragile,0.0,0,0.0,0,5,2,Immediate (0-5 min)
B0003790,EK480,0,Liquid Damage,2025-07-16 06:01:00,2025-07-16 06:01:00,Unspecified Handling Zone,Fragile,0.0,0,0.0,0,6,2,Immediate (0-5 min)
B0003791,BA539,0,Broken Wheel,2025-07-16 13:44:00,2025-07-16 13:44:00,Unspecified Handling Zone,Soft Shell,0.0,0,0.0,0,13,2,Immediate (0-5 min)
B0003792,AI704,0,Broken Wheel,2025-07-16 11:50:00,2025-07-16 11:50:00,Unspecified Handling Zone,Fragile,0.0,0,0.0,0,11,2,Immediate (0-5 min)
B0003793,SQ464,0,Liquid Damage,2025-07-16 09:46:00,2025-07-16 09:46:00,Unspecified Handling Zone,Soft Shell,0.0,0,0.0,0,9,2,Immediate (0-5 min)
B0003794,SQ290,0,Broken Wheel,2025-07-16 20:28:00,2025-07-16 20:28:00,Unspecified Handling Zone,Regular,0.0,0,0.0,0,20,2,Immediate (0-5 min)
B0003795,BA217,0,Scratches/Scuffs,2025-07-16 17:06:00,2025-07-16 17:06:00,Unspecified Handling Zone,Soft Shell,0.0,0,0.0,0,17,2,Immediate (0-5 min)
B0003796,SQ659,0,Scratches/Scuffs,2025-07-16 15:44:00,2025-07-16 15:44:00,Unspecified Handling Zone,Hard Shell,0.0,0,0.0,0,15,2,Immediate (0-5 min)
B0003797,LH736,0,Missing Handle,2025-07-16 17:41:00,2025-07-16 17:41:00,Unspecified Handling Zone,Hard Shell,0.0,0,0.0,0,17,2,Immediate (0-5 min)
B0003798,SQ997,0,Scratches/Scuffs,2025-07-16 19:54:00,2025-07-16 19:54:00,Unspecified Handling Zone,Hard Shell,0.0,0,0.0,0,19,2,Immediate (0-5 min)
B0003799,AI722,0,Broken Wheel,2025-07-16 04:00:00,2025-07-16 04:00:00,Unspecified Handling Zone,Soft Shell,0.0,0,0.0,0,4,2,Immediate (0-5 min)
B0003800,AI565,0,Liquid Damage,2025-07-16 19:42:00,2025-07-16 19:42:00,Unspecified Handling Zone,Soft Shell,0.0,0,0.0,0,19,2,Immediate (0-5 min)
B0003801,SQ338,0,Missing Handle,2025-07-16 03:46:00,2025-07-16 03:46:00,Unspecified Handling Zone,Hard Shell,0.0,0,0.0,0,3,2,Immediate (0-5 min)
B0003802,EK384,0,Cracked Shell,2025-07-16 18:25:00,2025-07-16 18:25:00,Unspecified Handling Zone,Regular,0.0,0,0.0,0,18,2,Immediate (0-5 min)
B0003803,LH659,0,Torn Fabric,2025-07-16 16:32:00,2025-07-16 16:32:00,Unspecified Handling Zone,Soft Shell,0.0,0,0.0,0,16,2,Immediate (0-5 min)
B0003804,LH421,0,Airline Tag Removed,2025-07-16 15:08:00,2025-07-16 15:08:00,Unspecified Handling Zone,Soft Shell,0.0,0,0.0,0,15,2,Immediate (0-5 min)
