Flight_Number,Aircraft_Block_In_Time,Last_Bag_Delivery_Time,Delivery_Duration_Minutes,SLA_Met,Belt_Assigned,Ground_Crew_Assigned,Number_of_Bags,Belt_Occupancy_Status,First_Bag_Delivery_Time,Belt_Utilization_Index,Gate_Position,Weather_Condition_at_Arrival,Calculated_Delivery_Duration_Minutes,SLA_Compliance,Arrival_Hour,Arrival_Day_of_Week
AI260,2025-07-16 01:06:00,2025-07-16 01:33:59,27.99,1,B3,Crew_C,135,Free,2025-07-16 01:17:24,0.47,Remote,Clear,27.983333333333334,1,1,2
AI404,2025-07-16 07:06:00,2025-07-16 07:25:29,19.49,1,B4,Crew_B,158,Free,2025-07-16 07:20:10,0.41,Finger,Clear,19.483333333333334,1,7,2
AI155,2025-07-16 11:00:00,2025-07-16 11:30:00,30.0,1,B4,Crew_B,178,Busy,2025-07-16 11:13:52,0.69,Contact,Storm,30.0,1,11,2
AI199,2025-07-16 00:13:00,2025-07-16 00:41:35,28.59,1,B4,Crew_A,188,Free,2025-07-16 00:31:39,0.36,Contact,Fog,28.583333333333332,1,0,2
AI415,2025-07-16 12:30:00,2025-07-16 12:57:18,27.3,1,B4,Crew_B,201,Busy,2025-07-16 12:41:50,0.61,Finger,Clear,27.3,1,12,2
AI479,2025-07-16 12:23:00,2025-07-16 12:52:06,29.11,1,B4,Crew_C,194,Free,2025-07-16 12:30:31,0.42,Remote,Clear,29.1,1,12,2
AI331,2025-07-16 08:36:00,2025-07-16 09:06:00,30.0,1,B1,Crew_C,147,Free,2025-07-16 08:58:23,0.33,Finger,Rain,30.0,1,8,2
AI927,2025-07-16 17:26:00,2025-07-16 17:56:00,30.0,1,B1,Crew_D,188,Very Busy,2025-07-16 17:44:36,0.82,Finger,Clear,30.0,1,17,2
AI938,2025-07-16 16:26:00,2025-07-16 16:56:00,30.0,1,B4,Crew_B,61,Very Busy,2025-07-16 16:46:05,0.82,Finger,Storm,30.0,1,16,2
AI587,2025-07-16 09:05:00,2025-07-16 09:23:58,18.97,1,B2,Crew_A,232,Free,2025-07-16 09:11:49,0.45,Finger,Clear,18.966666666666665,1,9,2
AI875,2025-07-16 14:11:00,2025-07-16 14:41:00,30.0,1,B2,Crew_B,192,Very Busy,2025-07-16 14:23:14,0.86,Remote,Fog,30.0,1,14,2
AI143,2025-07-16 13:05:00,2025-07-16 13:35:00,30.0,1,B2,Crew_C,230,Very Busy,2025-07-16 13:26:33,0.86,Contact,Clear,30.0,1,13,2
AI427,2025-07-16 23:58:00,2025-07-17 00:28:00,30.0,1,B4,Crew_C,53,Very Busy,2025-07-17 00:22:55,0.76,Remote,Clear,30.0,1,23,2
AI977,2025-07-16 08:33:00,2025-07-16 09:03:00,30.0,1,B4,Crew_A,222,Busy,2025-07-16 08:55:51,0.61,Remote,Rain,30.0,1,8,2
AI524,2025-07-16 04:09:00,2025-07-16 04:39:00,30.0,1,B1,Crew_A,87,Busy,2025-07-16 04:32:35,0.6,Finger,Rain,30.0,1,4,2
AI676,2025-07-16 03:50:00,2025-07-16 04:16:29,26.5,1,B4,Crew_C,116,Free,2025-07-16 03:59:56,0.37,Finger,Storm,26.483333333333334,1,3,2
AI492,2025-07-16 20:31:00,2025-07-16 21:01:00,30.0,1,B3,Crew_D,243,Busy,2025-07-16 20:46:34,0.72,Contact,Clear,30.0,1,20,2
AI247,2025-07-16 19:38:00,2025-07-16 20:08:00,30.0,1,B3,Crew_B,212,Busy,2025-07-16 19:43:17,0.71,Contact,Clear,30.0,1,19,2
AI150,2025-07-16 23:30:00,2025-07-17 00:00:00,30.0,1,B3,Crew_C,74,Very Busy,2025-07-16 23:35:06,0.89,Contact,Clear,30.0,1,23,2
AI387,2025-07-16 15:54:00,2025-07-16 16:24:00,30.0,1,B2,Crew_B,237,Busy,2025-07-16 16:15:55,0.69,Remote,Fog,30.0,1,15,2
AI407,2025-07-16 23:28:00,2025-07-16 23:58:00,30.0,1,B4,Crew_A,153,Busy,2025-07-16 23:38:36,0.7,Contact,Clear,30.0,1,23,2
AI292,2025-07-16 14:13:00,2025-07-16 14:43:00,30.0,1,B3,Crew_A,151,Very Busy,2025-07-16 14:30:38,0.84,Contact,Rain,30.0,1,14,2
AI627,2025-07-16 05:04:00,2025-07-16 05:31:45,27.76,1,B1,Crew_B,83,Free,2025-07-16 05:11:00,0.47,Finger,Clear,27.75,1,5,2
AI297,2025-07-16 06:53:00,2025-07-16 07:19:37,26.63,1,B3,Crew_B,173,Free,2025-07-16 06:59:12,0.38,Remote,Clear,26.616666666666667,1,6,2
AI380,2025-07-16 11:52:00,2025-07-16 12:22:00,30.0,1,B1,Crew_A,160,Busy,2025-07-16 12:05:01,0.64,Contact,Rain,30.0,1,11,2
AI347,2025-07-16 11:31:00,2025-07-16 12:01:00,30.0,1,B4,Crew_C,169,Busy,2025-07-16 11:42:25,0.67,Remote,Fog,30.0,1,11,2
AI452,2025-07-16 05:53:00,2025-07-16 06:23:00,30.0,1,B1,Crew_C,114,Very Busy,2025-07-16 05:58:40,0.78,Finger,Storm,30.0,1,5,2
AI128,2025-07-16 12:03:00,2025-07-16 12:29:06,26.11,1,B2,Crew_B,68,Free,2025-07-16 12:22:18,0.4,Finger,Rain,26.1,1,12,2
AI762,2025-07-16 07:43:00,2025-07-16 08:11:31,28.53,1,B1,Crew_A,239,Free,2025-07-16 07:58:16,0.43,Finger,Clear,28.516666666666666,1,7,2
AI585,2025-07-16 04:41:00,2025-07-16 05:08:28,27.47,1,B3,Crew_C,163,Free,2025-07-16 05:00:22,0.46,Remote,Clear,27.466666666666665,1,4,2
AI533,2025-07-16 12:54:00,2025-07-16 13:25:00,31.0,0,B3,Crew_D,71,Free,2025-07-16 13:18:15,0.44,Contact,Clear,31.0,0,12,2
AI698,2025-07-16 03:00:00,2025-07-16 03:31:00,31.0,0,B3,Crew_C,61,Busy,2025-07-16 03:07:48,0.69,Finger,Fog,31.0,0,3,2
AI405,2025-07-16 21:06:00,2025-07-16 21:37:00,31.0,0,B3,Crew_C,124,Busy,2025-07-16 21:13:09,0.63,Contact,Fog,31.0,0,21,2
AI367,2025-07-16 20:45:00,2025-07-16 21:18:59,34.0,0,B2,Crew_B,142,Very Busy,2025-07-16 21:10:08,0.75,Finger,Clear,33.983333333333334,0,20,2
AI158,2025-07-16 19:25:00,2025-07-16 19:56:00,31.0,0,B1,Crew_D,118,Busy,2025-07-16 19:48:11,0.69,Finger,Clear,31.0,0,19,2
AI402,2025-07-16 08:58:00,2025-07-16 09:32:24,34.41,0,B2,Crew_C,131,Busy,2025-07-16 09:25:12,0.66,Contact,Rain,34.4,0,8,2
AI843,2025-07-16 22:14:00,2025-07-16 22:46:37,32.63,0,B3,Crew_C,228,Busy,2025-07-16 22:30:10,0.66,Finger,Rain,32.61666666666667,0,22,2
AI965,2025-07-16 05:53:00,2025-07-16 06:24:00,31.0,0,B1,Crew_D,169,Busy,2025-07-16 06:03:20,0.73,Finger,Clear,31.0,0,5,2
AI231,2025-07-16 23:16:00,2025-07-16 23:49:39,33.66,0,B2,Crew_C,150,Busy,2025-07-16 23:28:03,0.62,Finger,Rain,33.65,0,23,2
AI770,2025-07-16 02:14:00,2025-07-16 02:45:00,31.0,0,B4,Crew_C,189,Free,2025-07-16 02:37:10,0.4,Finger,Storm,31.0,0,2,2
AI480,2025-07-16 08:37:00,2025-07-16 09:09:04,32.07,0,B1,Crew_D,195,Free,2025-07-16 08:42:03,0.47,Remote,Clear,32.06666666666667,0,8,2
AI299,2025-07-16 16:07:00,2025-07-16 16:46:18,39.3,0,B4,Crew_A,62,Very Busy,2025-07-16 16:36:54,0.78,Contact,Clear,39.3,0,16,2
AI991,2025-07-16 04:08:00,2025-07-16 04:45:49,37.83,0,B4,Crew_B,122,Very Busy,2025-07-16 04:31:01,0.87,Contact,Clear,37.81666666666667,0,4,2
AI423,2025-07-16 22:11:00,2025-07-16 22:42:00,31.0,0,B2,Crew_C,136,Busy,2025-07-16 22:18:52,0.7,Contact,Clear,31.0,0,22,2
AI749,2025-07-16 01:00:00,2025-07-16 01:34:44,34.74,0,B2,Crew_B,67,Busy,2025-07-16 01:16:34,0.69,Remote,Rain,34.733333333333334,0,1,2
AI601,2025-07-16 02:08:00,2025-07-16 02:39:00,31.0,0,B4,Crew_D,70,Busy,2025-07-16 02:14:13,0.62,Finger,Clear,31.0,0,2,2
AI492,2025-07-16 00:02:00,2025-07-16 00:33:00,31.0,0,B1,Crew_C,187,Busy,2025-07-16 00:21:26,0.64,Finger,Clear,31.0,0,0,2
AI875,2025-07-16 16:12:00,2025-07-16 16:43:00,31.0,0,B2,Crew_B,151,Free,2025-07-16 16:27:21,0.38,Remote,Rain,31.0,0,16,2
AI810,2025-07-16 11:19:00,2025-07-16 11:50:00,31.0,0,B3,Crew_B,66,Free,2025-07-16 11:39:13,0.48,Contact,Clear,31.0,0,11,2
AI166,2025-07-16 01:19:00,2025-07-16 02:04:00,45.0,0,B3,Crew_D,171,Very Busy,2025-07-16 01:34:54,0.87,Contact,Rain,45.0,0,1,2
AI803,2025-07-16 04:21:00,2025-07-16 04:53:33,32.56,0,B2,Crew_B,224,Very Busy,2025-07-16 04:45:20,0.84,Contact,Clear,32.55,0,4,2
AI931,2025-07-16 12:01:00,2025-07-16 12:32:12,31.2,0,B2,Crew_A,219,Free,2025-07-16 12:08:32,0.35,Finger,Fog,31.2,0,12,2
AI703,2025-07-16 16:10:00,2025-07-16 16:41:24,31.4,0,B1,Crew_D,202,Free,2025-07-16 16:22:27,0.37,Finger,Rain,31.4,0,16,2
AI997,2025-07-16 20:16:00,2025-07-16 20:53:13,37.22,0,B1,Crew_A,65,Busy,2025-07-16 20:35:55,0.73,Finger,Clear,37.21666666666667,0,20,2
AI769,2025-07-16 00:03:00,2025-07-16 00:36:21,33.36,0,B1,Crew_C,100,Busy,2025-07-16 00:18:42,0.66,Contact,Clear,33.35,0,0,2
AI585,2025-07-16 22:09:00,2025-07-16 22:40:00,31.0,0,B3,Crew_D,181,Free,2025-07-16 22:33:41,0.42,Finger,Rain,31.0,0,22,2
AI777,2025-07-16 03:42:00,2025-07-16 04:14:37,32.63,0,B2,Crew_D,128,Busy,2025-07-16 04:00:10,0.75,Finger,Rain,32.61666666666667,0,3,2
AI950,2025-07-16 03:32:00,2025-07-16 04:05:42,33.71,0,B1,Crew_D,168,Busy,2025-07-16 03:38:47,0.65,Remote,Clear,33.7,0,3,2
AI303,2025-07-16 19:12:00,2025-07-16 19:50:12,38.2,0,B3,Crew_D,108,Busy,2025-07-16 19:42:16,0.73,Finger,Fog,38.2,0,19,2
AI402,2025-07-16 05:02:00,2025-07-16 05:39:49,37.83,0,B4,Crew_C,94,Busy,2025-07-16 05:11:33,0.7,Remote,Rain,37.81666666666667,0,5,2
AI340,2025-07-16 00:00:00,2025-07-16 00:36:26,36.44,0,B4,Crew_B,114,Busy,2025-07-16 00:12:40,0.67,Remote,Storm,36.43333333333333,0,0,2
AI192,2025-07-16 16:04:00,2025-07-16 16:38:43,34.73,0,B2,Crew_D,96,Busy,2025-07-16 16:26:03,0.74,Remote,Fog,34.71666666666667,0,16,2
AI403,2025-07-16 08:29:00,2025-07-16 09:00:40,31.67,0,B3,Crew_C,133,Free,2025-07-16 08:36:54,0.49,Remote,Storm,31.666666666666668,0,8,2
AI920,2025-07-16 21:20:00,2025-07-16 21:52:24,32.41,0,B1,Crew_A,204,Busy,2025-07-16 21:46:15,0.74,Remote,Clear,32.4,0,21,2
AI972,2025-07-16 04:42:00,2025-07-16 05:13:17,31.29,0,B4,Crew_C,183,Busy,2025-07-16 04:56:47,0.68,Contact,Clear,31.283333333333335,0,4,2
AI999,2025-07-16 23:05:00,2025-07-16 23:36:00,31.0,0,B4,Crew_D,190,Free,2025-07-16 23:28:08,0.4,Contact,Clear,31.0,0,23,2
AI567,2025-07-16 08:53:00,2025-07-16 09:24:00,31.0,0,B2,Crew_A,157,Free,2025-07-16 09:03:04,0.49,Contact,Rain,31.0,0,8,2
AI235,2025-07-16 22:46:00,2025-07-16 23:17:28,31.47,0,B4,Crew_D,65,Free,2025-07-16 22:59:43,0.49,Remote,Clear,31.466666666666665,0,22,2
AI285,2025-07-16 19:24:00,2025-07-16 19:55:00,31.0,0,B2,Crew_D,239,Busy,2025-07-16 19:38:10,0.69,Finger,Clear,31.0,0,19,2
AI599,2025-07-16 03:56:00,2025-07-16 04:28:09,32.17,0,B3,Crew_A,104,Busy,2025-07-16 04:16:28,0.66,Remote,Clear,32.15,0,3,2
AI821,2025-07-16 21:33:00,2025-07-16 22:04:00,31.0,0,B2,Crew_C,129,Busy,2025-07-16 21:53:05,0.64,Finger,Rain,31.0,0,21,2
AI631,2025-07-16 16:44:00,2025-07-16 17:20:00,36.02,0,B2,Crew_D,114,Busy,2025-07-16 17:13:58,0.71,Remote,Clear,36.0,0,16,2
AI454,2025-07-16 21:43:00,2025-07-16 22:17:03,34.06,0,B1,Crew_A,142,Busy,2025-07-16 21:48:13,0.65,Remote,Storm,34.05,0,21,2
AI758,2025-07-16 05:32:00,2025-07-16 06:09:58,37.98,0,B1,Crew_D,205,Very Busy,2025-07-16 05:43:12,0.8,Contact,Storm,37.96666666666667,0,5,2
AI428,2025-07-16 07:21:00,2025-07-16 08:03:40,42.68,0,B4,Crew_D,115,Very Busy,2025-07-16 07:34:17,0.79,Remote,Clear,42.666666666666664,0,7,2
AI936,2025-07-16 07:05:00,2025-07-16 07:40:48,35.81,0,B4,Crew_D,142,Busy,2025-07-16 07:13:03,0.64,Finger,Clear,35.8,0,7,2
AI423,2025-07-16 03:31:00,2025-07-16 04:04:12,33.21,0,B4,Crew_A,204,Busy,2025-07-16 03:47:53,0.67,Remote,Clear,33.2,0,3,2
AI670,2025-07-16 17:00:00,2025-07-16 17:42:28,42.48,0,B3,Crew_B,116,Very Busy,2025-07-16 17:34:49,0.89,Finger,Fog,42.46666666666667,0,17,2
AI770,2025-07-16 21:29:00,2025-07-16 22:07:15,38.25,0,B2,Crew_D,140,Very Busy,2025-07-16 22:02:02,0.81,Contact,Storm,38.25,0,21,2
AI439,2025-07-16 17:49:00,2025-07-16 18:23:38,34.65,0,B3,Crew_D,230,Busy,2025-07-16 17:59:55,0.63,Contact,Rain,34.63333333333333,0,17,2
AI216,2025-07-16 03:48:00,2025-07-16 04:22:46,34.78,0,B3,Crew_C,158,Busy,2025-07-16 03:58:39,0.74,Remote,Clear,34.766666666666666,0,3,2
AI818,2025-07-16 03:02:00,2025-07-16 03:36:44,34.74,0,B4,Crew_A,71,Very Busy,2025-07-16 03:30:31,0.84,Contact,Clear,34.733333333333334,0,3,2
AI360,2025-07-16 19:12:00,2025-07-16 19:43:00,31.0,0,B2,Crew_C,188,Free,2025-07-16 19:23:51,0.47,Contact,Clear,31.0,0,19,2
AI210,2025-07-16 13:02:00,2025-07-16 13:39:32,37.54,0,B4,Crew_D,158,Very Busy,2025-07-16 13:33:03,0.88,Finger,Clear,37.53333333333333,0,13,2
AI774,2025-07-16 18:32:00,2025-07-16 19:03:00,31.0,0,B1,Crew_D,198,Free,2025-07-16 18:55:39,0.41,Contact,Clear,31.0,0,18,2
AI958,2025-07-16 18:30:00,2025-07-16 19:05:43,35.72,0,B2,Crew_B,158,Very Busy,2025-07-16 18:43:31,0.88,Remote,Rain,35.71666666666667,0,18,2
AI206,2025-07-16 12:42:00,2025-07-16 13:13:00,31.0,0,B4,Crew_D,205,Busy,2025-07-16 12:53:12,0.73,Contact,Clear,31.0,0,12,2
AI723,2025-07-16 22:48:00,2025-07-16 23:19:03,31.06,0,B3,Crew_D,178,Free,2025-07-16 23:10:36,0.37,Contact,Fog,31.05,0,22,2
AI924,2025-07-16 04:08:00,2025-07-16 04:43:12,35.21,0,B3,Crew_C,73,Busy,2025-07-16 04:26:00,0.67,Finger,Storm,35.2,0,4,2
AI828,2025-07-16 23:59:00,2025-07-17 00:30:00,31.0,0,B3,Crew_C,230,Busy,2025-07-17 00:04:47,0.62,Remote,Clear,31.0,0,23,2
AI788,2025-07-16 04:45:00,2025-07-16 05:25:58,40.98,0,B3,Crew_A,111,Busy,2025-07-16 04:51:54,0.65,Remote,Clear,40.96666666666667,0,4,2
AI879,2025-07-16 11:35:00,2025-07-16 12:06:00,31.0,0,B4,Crew_C,106,Busy,2025-07-16 11:44:50,0.6,Finger,Fog,31.0,0,11,2
AI998,2025-07-16 13:51:00,2025-07-16 14:22:00,31.0,0,B2,Crew_A,96,Free,2025-07-16 14:11:21,0.43,Remote,Clear,31.0,0,13,2
AI786,2025-07-16 01:12:00,2025-07-16 01:43:30,31.51,0,B3,Crew_B,218,Free,2025-07-16 01:23:30,0.37,Remote,Fog,31.5,0,1,2
AI959,2025-07-16 01:44:00,2025-07-16 02:15:00,31.0,0,B1,Crew_C,74,Busy,2025-07-16 01:51:37,0.65,Remote,Rain,31.0,0,1,2
AI933,2025-07-16 14:06:00,2025-07-16 14:40:03,34.05,0,B2,Crew_D,96,Busy,2025-07-16 14:25:12,0.7,Finger,Rain,34.05,0,14,2
AI343,2025-07-16 16:50:00,2025-07-16 17:23:28,33.48,0,B1,Crew_D,108,Busy,2025-07-16 16:55:29,0.64,Finger,Clear,33.46666666666667,0,16,2
AI496,2025-07-16 13:50:00,2025-07-16 14:28:18,38.31,0,B1,Crew_A,58,Very Busy,2025-07-16 14:08:38,0.8,Contact,Fog,38.3,0,13,2
AI861,2025-07-16 08:12:00,2025-07-16 08:46:09,34.16,0,B3,Crew_B,97,Busy,2025-07-16 08:35:20,0.62,Contact,Storm,34.15,0,8,2
AI894,2025-07-16 23:12:00,2025-07-16 23:43:00,31.0,0,B1,Crew_B,114,Free,2025-07-16 23:37:25,0.39,Remote,Fog,31.0,0,23,2
AI277,2025-07-16 23:32:00,2025-07-17 00:04:14,32.24,0,B3,Crew_B,243,Free,2025-07-16 23:47:16,0.48,Remote,Clear,32.233333333333334,0,23,2
AI264,2025-07-16 18:54:00,2025-07-16 19:25:00,31.0,0,B2,Crew_A,200,Free,2025-07-16 19:00:05,0.33,Contact,Clear,31.0,0,18,2
AI257,2025-07-16 10:38:00,2025-07-16 11:09:00,31.0,0,B3,Crew_D,119,Free,2025-07-16 10:58:16,0.41,Finger,Rain,31.0,0,10,2
AI908,2025-07-16 18:35:00,2025-07-16 19:06:00,31.0,0,B2,Crew_B,232,Free,2025-07-16 18:50:07,0.4,Finger,Clear,31.0,0,18,2
AI633,2025-07-16 02:50:00,2025-07-16 03:21:00,31.0,0,B4,Crew_A,145,Busy,2025-07-16 02:55:31,0.73,Contact,Clear,31.0,0,2,2
AI457,2025-07-16 07:56:00,2025-07-16 08:27:00,31.0,0,B3,Crew_B,127,Free,2025-07-16 08:15:48,0.46,Contact,Clear,31.0,0,7,2
AI870,2025-07-16 19:33:00,2025-07-16 20:16:43,43.72,0,B1,Crew_A,170,Busy,2025-07-16 19:52:29,0.65,Finger,Storm,43.71666666666667,0,19,2
AI784,2025-07-16 11:28:00,2025-07-16 11:59:00,31.0,0,B2,Crew_A,129,Free,2025-07-16 11:49:48,0.41,Finger,Rain,31.0,0,11,2
AI798,2025-07-16 10:24:00,2025-07-16 10:57:21,33.36,0,B3,Crew_A,129,Very Busy,2025-07-16 10:35:46,0.88,Remote,Clear,33.35,0,10,2
AI629,2025-07-16 11:32:00,2025-07-16 12:03:52,31.88,0,B3,Crew_B,164,Very Busy,2025-07-16 11:43:50,0.89,Contact,Clear,31.866666666666667,0,11,2
AI428,2025-07-16 16:05:00,2025-07-16 16:43:59,39.0,0,B1,Crew_A,163,Very Busy,2025-07-16 16:18:20,0.8,Remote,Fog,38.983333333333334,0,16,2
AI315,2025-07-16 21:40:00,2025-07-16 22:11:45,31.75,0,B1,Crew_B,76,Busy,2025-07-16 21:54:21,0.73,Finger,Clear,31.75,0,21,2
AI650,2025-07-16 22:56:00,2025-07-16 23:28:26,32.44,0,B1,Crew_B,118,Very Busy,2025-07-16 23:16:22,0.8,Contact,Rain,32.43333333333333,0,22,2
AI124,2025-07-16 14:45:00,2025-07-16 15:16:00,31.0,0,B2,Crew_C,243,Free,2025-07-16 15:10:37,0.46,Remote,Clear,31.0,0,14,2
AI671,2025-07-16 02:36:00,2025-07-16 03:07:18,31.3,0,B4,Crew_D,184,Very Busy,2025-07-16 02:49:54,0.86,Contact,Clear,31.3,0,2,2
AI543,2025-07-16 10:01:00,2025-07-16 10:32:00,31.0,0,B1,Crew_A,197,Free,2025-07-16 10:15:04,0.5,Remote,Clear,31.0,0,10,2
AI817,2025-07-16 02:22:00,2025-07-16 02:53:50,31.84,0,B3,Crew_A,111,Very Busy,2025-07-16 02:48:12,0.77,Remote,Clear,31.833333333333332,0,2,2
AI388,2025-07-16 14:24:00,2025-07-16 14:55:00,31.0,0,B2,Crew_B,111,Free,2025-07-16 14:41:13,0.34,Finger,Clear,31.0,0,14,2
AI239,2025-07-16 23:25:00,2025-07-16 23:56:00,31.0,0,B2,Crew_C,226,Busy,2025-07-16 23:34:18,0.67,Finger,Clear,31.0,0,23,2
AI793,2025-07-16 23:41:00,2025-07-17 00:12:00,31.0,0,B2,Crew_A,51,Free,2025-07-17 00:06:20,0.42,Remote,Clear,31.0,0,23,2
AI142,2025-07-16 00:36:00,2025-07-16 01:07:00,31.0,0,B1,Crew_C,88,Busy,2025-07-16 00:55:36,0.67,Finger,Clear,31.0,0,0,2
AI315,2025-07-16 23:47:00,2025-07-17 00:31:43,44.73,0,B2,Crew_B,160,Very Busy,2025-07-17 00:16:26,0.81,Contact,Clear,44.71666666666667,0,23,2
AI288,2025-07-16 07:39:00,2025-07-16 08:22:47,43.79,0,B1,Crew_D,76,Very Busy,2025-07-16 08:04:36,0.8,Remote,Clear,43.78333333333333,0,7,2
AI760,2025-07-16 17:04:00,2025-07-16 17:35:30,31.51,0,B2,Crew_D,149,Free,2025-07-16 17:13:35,0.49,Remote,Clear,31.5,0,17,2
AI438,2025-07-16 11:08:00,2025-07-16 11:39:00,31.0,0,B1,Crew_B,198,Busy,2025-07-16 11:27:43,0.7,Remote,Clear,31.0,0,11,2
AI425,2025-07-16 15:28:00,2025-07-16 15:59:00,31.0,0,B2,Crew_C,77,Free,2025-07-16 15:52:39,0.41,Finger,Clear,31.0,0,15,2
AI927,2025-07-16 10:27:00,2025-07-16 10:58:00,31.0,0,B2,Crew_D,132,Free,2025-07-16 10:49:38,0.34,Contact,Clear,31.0,0,10,2
AI383,2025-07-16 11:08:00,2025-07-16 11:40:42,32.7,0,B4,Crew_D,81,Busy,2025-07-16 11:24:18,0.71,Contact,Storm,32.7,0,11,2
AI467,2025-07-16 09:31:00,2025-07-16 10:05:56,34.94,0,B1,Crew_C,227,Busy,2025-07-16 09:58:48,0.67,Remote,Rain,34.93333333333333,0,9,2
AI979,2025-07-16 04:57:00,2025-07-16 05:32:51,35.86,0,B1,Crew_A,64,Busy,2025-07-16 05:13:20,0.75,Contact,Rain,35.85,0,4,2
AI119,2025-07-16 16:40:00,2025-07-16 17:12:17,32.29,0,B2,Crew_A,141,Free,2025-07-16 16:50:23,0.44,Finger,Clear,32.28333333333333,0,16,2
AI664,2025-07-16 08:34:00,2025-07-16 09:14:15,40.26,0,B2,Crew_C,217,Very Busy,2025-07-16 08:40:30,0.89,Finger,Clear,40.25,0,8,2
AI501,2025-07-16 07:57:00,2025-07-16 08:28:00,31.0,0,B2,Crew_D,112,Busy,2025-07-16 08:06:31,0.69,Finger,Storm,31.0,0,7,2
AI613,2025-07-16 16:05:00,2025-07-16 16:36:00,31.0,0,B2,Crew_B,65,Free,2025-07-16 16:27:16,0.49,Finger,Clear,31.0,0,16,2
AI875,2025-07-16 16:08:00,2025-07-16 16:41:13,33.23,0,B2,Crew_D,126,Busy,2025-07-16 16:24:55,0.64,Remote,Clear,33.21666666666667,0,16,2
AI467,2025-07-16 01:14:00,2025-07-16 01:45:00,31.0,0,B3,Crew_B,140,Busy,2025-07-16 01:26:47,0.74,Remote,Clear,31.0,0,1,2
AI143,2025-07-16 21:13:00,2025-07-16 21:44:00,31.0,0,B4,Crew_A,183,Busy,2025-07-16 21:36:10,0.74,Contact,Clear,31.0,0,21,2
AI140,2025-07-16 20:20:00,2025-07-16 20:52:36,32.6,0,B3,Crew_C,86,Free,2025-07-16 20:35:16,0.43,Finger,Rain,32.6,0,20,2
AI692,2025-07-16 17:36:00,2025-07-16 18:07:00,31.0,0,B1,Crew_C,156,Free,2025-07-16 17:51:29,0.41,Finger,Clear,31.0,0,17,2
AI485,2025-07-16 07:33:00,2025-07-16 08:04:00,31.0,0,B4,Crew_A,156,Busy,2025-07-16 07:47:19,0.6,Contact,Clear,31.0,0,7,2
AI613,2025-07-16 04:28:00,2025-07-16 04:59:00,31.0,0,B3,Crew_B,53,Free,2025-07-16 04:42:51,0.31,Remote,Clear,31.0,0,4,2
AI253,2025-07-16 05:10:00,2025-07-16 05:41:00,31.0,0,B2,Crew_D,178,Free,2025-07-16 05:28:45,0.35,Finger,Storm,31.0,0,5,2
AI930,2025-07-16 10:46:00,2025-07-16 11:17:00,31.0,0,B2,Crew_B,87,Free,2025-07-16 11:07:31,0.49,Finger,Clear,31.0,0,10,2
AI762,2025-07-16 13:01:00,2025-07-16 13:32:00,31.0,0,B2,Crew_B,248,Free,2025-07-16 13:15:22,0.46,Remote,Clear,31.0,0,13,2
AI744,2025-07-16 16:02:00,2025-07-16 16:33:00,31.01,0,B3,Crew_B,178,Very Busy,2025-07-16 16:17:49,0.83,Remote,Clear,31.0,0,16,2
AI629,2025-07-16 12:38:00,2025-07-16 13:12:13,34.23,0,B3,Crew_A,70,Very Busy,2025-07-16 13:04:08,0.87,Finger,Clear,34.21666666666667,0,12,2
AI321,2025-07-16 14:38:00,2025-07-16 15:09:00,31.0,0,B4,Crew_B,95,Very Busy,2025-07-16 14:53:37,0.89,Contact,Clear,31.0,0,14,2
AI913,2025-07-16 18:52:00,2025-07-16 19:26:20,34.34,0,B3,Crew_B,146,Busy,2025-07-16 18:58:53,0.72,Finger,Rain,34.333333333333336,0,18,2
AI841,2025-07-16 21:21:00,2025-07-16 21:56:50,35.84,0,B2,Crew_D,88,Very Busy,2025-07-16 21:43:29,0.88,Finger,Clear,35.833333333333336,0,21,2
AI494,2025-07-16 04:06:00,2025-07-16 04:37:00,31.0,0,B4,Crew_B,244,Free,2025-07-16 04:17:12,0.39,Finger,Storm,31.0,0,4,2
AI720,2025-07-16 03:11:00,2025-07-16 03:42:00,31.0,0,B1,Crew_A,136,Busy,2025-07-16 03:20:49,0.62,Finger,Clear,31.0,0,3,2
AI593,2025-07-16 21:08:00,2025-07-16 21:49:17,41.3,0,B4,Crew_D,194,Very Busy,2025-07-16 21:29:38,0.87,Finger,Storm,41.28333333333333,0,21,2
AI479,2025-07-16 01:44:00,2025-07-16 02:19:00,35.01,0,B4,Crew_D,143,Busy,2025-07-16 01:57:51,0.62,Remote,Fog,35.0,0,1,2
AI458,2025-07-16 18:51:00,2025-07-16 19:22:00,31.0,0,B4,Crew_B,213,Busy,2025-07-16 19:02:31,0.63,Finger,Clear,31.0,0,18,2
AI360,2025-07-16 15:49:00,2025-07-16 16:20:00,31.0,0,B4,Crew_C,96,Free,2025-07-16 15:58:36,0.49,Remote,Clear,31.0,0,15,2
AI293,2025-07-16 00:45:00,2025-07-16 01:17:19,32.33,0,B1,Crew_A,121,Busy,2025-07-16 01:06:49,0.73,Remote,Clear,32.31666666666667,0,0,2
AI484,2025-07-16 20:13:00,2025-07-16 20:48:22,35.37,0,B1,Crew_B,244,Busy,2025-07-16 20:22:21,0.68,Contact,Clear,35.36666666666667,0,20,2
AI536,2025-07-16 20:37:00,2025-07-16 21:08:00,31.0,0,B3,Crew_C,190,Free,2025-07-16 20:53:10,0.32,Finger,Clear,31.0,0,20,2
