Passenger_ID,Bag_Tag_ID,Checkin_Time,Bag_Loaded_on_Aircraft_Time,Flight_Scheduled_Departure_Time,Load_Team_Assigned,Bag_Routing_Status,Bag_Screening_Status,Checkin_Counter_Location,Trolley_Turnaround_Time,Bag_Load_Lead_Time_Minutes,Late_Load_Flag,Calculated_Bag_Load_Lead_Time_Minutes,Calculated_Late_Load_Flag,Departure_Hour,Departure_Day_of_Week,Checkin_to_Load_Duration_Minutes
PAX84261,TAG162788,2025-07-16 03:33:00,2025-07-16 04:50:30,2025-07-16 05:07:00,Team_2,Routed,Cleared,Counter_B,12.96,16.49,0,16.5,0,5,2,77.5
PAX66335,TAG352371,2025-07-16 10:22:00,2025-07-16 11:54:05,2025-07-16 12:14:00,Team_2,Routed,Cleared,Counter_C,12.98,19.91,0,19.916666666666668,0,12,2,92.08333333333333
PAX56340,TAG981609,2025-07-16 09:51:00,2025-07-16 11:47:09,2025-07-16 12:09:00,Team_1,Routed,Cleared,Counter_A,12.79,21.84,0,21.85,0,12,2,116.15
PAX60236,TAG313008,2025-07-16 19:54:00,2025-07-16 22:29:17,2025-07-16 22:39:00,Team_3,Routed,Cleared,Counter_C,18.53,9.71,1,9.716666666666667,1,22,2,155.28333333333333
PAX90495,TAG382831,2025-07-16 17:55:00,2025-07-16 19:46:10,2025-07-16 20:07:00,Team_1,Routed,Cleared,Counter_A,8.83,20.82,0,20.833333333333332,0,20,2,111.16666666666667
PAX70228,TAG739219,2025-07-16 08:13:00,2025-07-16 10:37:22,2025-07-16 10:57:00,Team_1,Routed,Cleared,Counter_A,14.0,19.63,0,19.633333333333333,0,10,2,144.36666666666667
PAX41296,TAG803763,2025-07-16 12:55:00,2025-07-16 14:08:51,2025-07-16 14:27:00,Team_2,Routed,Cleared,Counter_B,15.59,18.14,0,18.15,0,14,2,73.85
PAX37969,TAG343459,2025-07-16 06:32:00,2025-07-16 08:36:50,2025-07-16 08:54:00,Team_2,Routed,Cleared,Counter_A,12.73,17.17,0,17.166666666666668,0,8,2,124.83333333333333
PAX60393,TAG991904,2025-07-16 14:22:00,2025-07-16 16:47:16,2025-07-16 17:01:00,Team_3,Routed,Cleared,Counter_B,13.7,13.73,1,13.733333333333333,1,17,2,145.26666666666668
PAX67232,TAG927942,2025-07-16 19:52:00,2025-07-16 20:57:25,2025-07-16 21:21:00,Team_3,Routed,Cleared,Counter_B,13.81,23.57,0,23.583333333333332,0,21,2,65.41666666666667
PAX67958,TAG736017,2025-07-16 10:20:00,2025-07-16 11:05:48,2025-07-16 11:23:00,Team_3,Routed,Cleared,Counter_C,9.7,17.19,0,17.2,0,11,2,45.8
PAX59501,TAG276560,2025-07-16 16:01:00,2025-07-16 16:57:35,2025-07-16 17:13:00,Team_2,Routed,Cleared,Counter_A,19.44,15.42,0,15.416666666666666,0,17,2,56.583333333333336
PAX48099,TAG342111,2025-07-16 16:38:00,2025-07-16 17:29:05,2025-07-16 17:38:00,Team_3,Routed,Manual Check,Counter_C,17.53,8.9,1,8.916666666666666,1,17,2,51.083333333333336
PAX41991,TAG776831,2025-07-16 06:15:00,2025-07-16 07:10:08,2025-07-16 07:28:00,Team_3,Routed,Cleared,Counter_B,14.9,17.87,0,17.866666666666667,0,7,2,55.13333333333333
PAX57123,TAG499476,2025-07-16 03:41:00,2025-07-16 05:09:03,2025-07-16 05:31:00,Team_2,Routed,Cleared,Counter_A,8.46,21.95,0,21.95,0,5,2,88.05
PAX67325,TAG367309,2025-07-16 13:28:00,2025-07-16 15:53:54,2025-07-16 16:14:00,Team_2,Routed,Held,Counter_B,11.01,20.09,0,20.1,0,16,2,145.9
PAX30722,TAG276728,2025-07-16 09:55:00,2025-07-16 12:38:16,2025-07-16 12:54:00,Team_3,Routed,Cleared,Counter_A,17.0,15.72,0,15.733333333333333,0,12,2,163.26666666666668
PAX14757,TAG499973,2025-07-16 13:38:00,2025-07-16 15:53:00,2025-07-16 16:03:00,Team_1,Routed,Cleared,Counter_A,19.49,10.0,1,10.0,1,16,2,135.0
PAX90668,TAG829088,2025-07-16 19:14:00,2025-07-16 21:39:38,2025-07-16 22:03:00,Team_2,Routed,Cleared,Counter_B,7.82,23.37,0,23.366666666666667,0,22,2,145.63333333333333
PAX29533,TAG407393,2025-07-16 07:13:00,2025-07-16 09:35:06,2025-07-16 09:54:00,Team_1,Routed,Held,Counter_A,11.33,18.89,0,18.9,0,9,2,142.1
PAX63669,TAG426734,2025-07-16 08:43:00,2025-07-16 10:13:02,2025-07-16 10:33:00,Team_3,Routed,Held,Counter_A,9.08,19.95,0,19.966666666666665,0,10,2,90.03333333333333
PAX85053,TAG786420,2025-07-16 09:08:00,2025-07-16 09:53:26,2025-07-16 10:18:00,Team_1,Routed,Held,Counter_A,16.9,24.56,0,24.566666666666666,0,10,2,45.43333333333333
PAX12252,TAG946964,2025-07-16 09:27:00,2025-07-16 11:27:47,2025-07-16 11:38:00,Team_1,Routed,Cleared,Counter_B,7.07,10.2,1,10.216666666666667,1,11,2,120.78333333333333
PAX33426,TAG659890,2025-07-16 06:22:00,2025-07-16 08:29:22,2025-07-16 08:49:00,Team_3,Routed,Cleared,Counter_A,13.32,19.63,0,19.633333333333333,0,8,2,127.36666666666666
PAX30017,TAG659580,2025-07-16 08:01:00,2025-07-16 09:58:14,2025-07-16 10:15:00,Team_1,Routed,Cleared,Counter_B,16.22,16.75,0,16.766666666666666,0,10,2,117.23333333333333
PAX77272,TAG952812,2025-07-16 03:31:00,2025-07-16 05:11:45,2025-07-16 05:32:00,Team_1,Routed,Cleared,Counter_A,17.58,20.24,0,20.25,0,5,2,100.75
PAX16336,TAG591852,2025-07-16 07:42:00,2025-07-16 09:28:40,2025-07-16 09:54:00,Team_2,Routed,Held,Counter_C,9.68,25.33,0,25.333333333333332,0,9,2,106.66666666666667
PAX46605,TAG584867,2025-07-16 10:18:00,2025-07-16 12:05:10,2025-07-16 12:29:00,Team_1,Routed,Cleared,Counter_A,11.38,23.83,0,23.833333333333332,0,12,2,107.16666666666667
PAX93903,TAG735448,2025-07-16 04:02:00,2025-07-16 05:43:47,2025-07-16 06:04:00,Team_2,Misrouted,Cleared,Counter_B,15.32,20.2,0,20.216666666666665,0,6,2,101.78333333333333
PAX79323,TAG937642,2025-07-16 18:27:00,2025-07-16 20:27:01,2025-07-16 20:43:00,Team_3,Routed,Cleared,Counter_B,18.97,15.98,0,15.983333333333333,0,20,2,120.01666666666667
PAX78819,TAG589286,2025-07-16 19:39:00,2025-07-16 21:09:30,2025-07-16 21:22:00,Team_3,Routed,Cleared,Counter_B,13.63,12.49,1,12.5,1,21,2,90.5
PAX42955,TAG648898,2025-07-16 15:48:00,2025-07-16 17:59:20,2025-07-16 18:10:00,Team_1,Routed,Cleared,Counter_A,8.64,10.67,1,10.666666666666666,1,18,2,131.33333333333334
PAX19622,TAG728934,2025-07-16 14:41:00,2025-07-16 16:36:59,2025-07-16 16:53:00,Team_2,Routed,Cleared,Counter_B,5.03,16.0,0,16.016666666666666,0,16,2,115.98333333333333
PAX59275,TAG414067,2025-07-16 13:03:00,2025-07-16 15:39:16,2025-07-16 16:01:00,Team_1,Routed,Cleared,Counter_A,19.21,21.73,0,21.733333333333334,0,16,2,156.26666666666668
PAX67086,TAG912721,2025-07-16 08:23:00,2025-07-16 09:11:41,2025-07-16 09:28:00,Team_3,Routed,Cleared,Counter_A,16.33,16.31,0,16.316666666666666,0,9,2,48.68333333333333
PAX95075,TAG932318,2025-07-16 12:14:00,2025-07-16 14:05:53,2025-07-16 14:25:00,Team_1,Routed,Cleared,Counter_B,16.49,19.1,0,19.116666666666667,0,14,2,111.88333333333334
PAX43150,TAG610421,2025-07-16 16:11:00,2025-07-16 17:12:42,2025-07-16 17:29:00,Team_1,Routed,Cleared,Counter_B,13.0,16.29,0,16.3,0,17,2,61.7
PAX27093,TAG535997,2025-07-16 05:02:00,2025-07-16 05:59:38,2025-07-16 06:15:00,Team_1,Routed,Held,Counter_B,19.93,15.36,0,15.366666666666667,0,6,2,57.63333333333333
PAX59025,TAG155699,2025-07-16 14:46:00,2025-07-16 16:05:01,2025-07-16 16:29:00,Team_2,Routed,Held,Counter_A,5.62,23.97,0,23.983333333333334,0,16,2,79.01666666666667
PAX88412,TAG408230,2025-07-16 14:21:00,2025-07-16 16:32:49,2025-07-16 16:52:00,Team_2,Routed,Cleared,Counter_A,6.43,19.17,0,19.183333333333334,0,16,2,131.81666666666666
PAX56200,TAG447553,2025-07-16 10:19:00,2025-07-16 10:58:44,2025-07-16 11:19:00,Team_1,Routed,Cleared,Counter_A,5.3,20.26,0,20.266666666666666,0,11,2,39.733333333333334
PAX83608,TAG382705,2025-07-16 04:17:00,2025-07-16 05:35:27,2025-07-16 06:01:00,Team_2,Routed,Cleared,Counter_A,13.77,25.54,0,25.55,0,6,2,78.45
PAX68767,TAG523008,2025-07-16 13:52:00,2025-07-16 15:31:18,2025-07-16 15:51:00,Team_2,Routed,Cleared,Counter_B,18.89,19.69,0,19.7,0,15,2,99.3
PAX58230,TAG153389,2025-07-16 19:35:00,2025-07-16 21:22:41,2025-07-16 21:37:00,Team_2,Routed,Cleared,Counter_B,7.04,14.3,1,14.316666666666666,1,21,2,107.68333333333334
PAX77367,TAG137912,2025-07-16 21:22:00,2025-07-16 22:26:59,2025-07-16 22:46:00,Team_1,Routed,Cleared,Counter_B,16.85,19.02,0,19.016666666666666,0,22,2,64.98333333333333
PAX53273,TAG792706,2025-07-16 17:01:00,2025-07-16 19:23:31,2025-07-16 19:46:00,Team_1,Routed,Cleared,Counter_A,13.91,22.47,0,22.483333333333334,0,19,2,142.51666666666668
PAX22214,TAG746839,2025-07-16 14:56:00,2025-07-16 17:00:40,2025-07-16 17:17:00,Team_2,Routed,Cleared,Counter_A,8.78,16.32,0,16.333333333333332,0,17,2,124.66666666666667
PAX27424,TAG303941,2025-07-16 15:51:00,2025-07-16 18:15:59,2025-07-16 18:36:00,Team_1,Routed,Cleared,Counter_B,18.17,20.0,0,20.016666666666666,0,18,2,144.98333333333332
PAX81703,TAG695787,2025-07-16 11:13:00,2025-07-16 13:39:16,2025-07-16 13:58:00,Team_1,Routed,Manual Check,Counter_A,10.3,18.72,0,18.733333333333334,0,13,2,146.26666666666668
PAX44800,TAG862564,2025-07-16 18:37:00,2025-07-16 20:29:25,2025-07-16 20:50:00,Team_1,Routed,Cleared,Counter_C,17.94,20.58,0,20.583333333333332,0,20,2,112.41666666666667
PAX74681,TAG219786,2025-07-16 06:27:00,2025-07-16 07:19:03,2025-07-16 07:42:00,Team_3,Routed,Held,Counter_C,10.47,22.94,0,22.95,0,7,2,52.05
PAX58774,TAG991912,2025-07-16 17:58:00,2025-07-16 19:53:32,2025-07-16 20:16:00,Team_3,Routed,Cleared,Counter_B,18.43,22.46,0,22.466666666666665,0,20,2,115.53333333333333
PAX92775,TAG797241,2025-07-16 14:02:00,2025-07-16 15:15:44,2025-07-16 15:33:00,Team_3,Routed,Cleared,Counter_C,19.95,17.27,0,17.266666666666666,0,15,2,73.73333333333333
PAX78163,TAG815759,2025-07-16 12:06:00,2025-07-16 13:31:40,2025-07-16 13:51:00,Team_1,Routed,Held,Counter_A,9.41,19.32,0,19.333333333333332,0,13,2,85.66666666666667
PAX66868,TAG606877,2025-07-16 11:01:00,2025-07-16 13:03:49,2025-07-16 13:21:00,Team_3,Routed,Cleared,Counter_B,6.27,17.18,0,17.183333333333334,0,13,2,122.81666666666666
PAX16722,TAG720434,2025-07-16 12:55:00,2025-07-16 14:27:46,2025-07-16 14:51:00,Team_1,Routed,Cleared,Counter_C,12.56,23.22,0,23.233333333333334,0,14,2,92.76666666666667
PAX39311,TAG985510,2025-07-16 11:19:00,2025-07-16 12:35:20,2025-07-16 12:56:00,Team_1,Misrouted,Cleared,Counter_A,18.04,20.66,0,20.666666666666668,0,12,2,76.33333333333333
PAX81068,TAG630415,2025-07-16 13:38:00,2025-07-16 16:03:17,2025-07-16 16:26:00,Team_2,Routed,Cleared,Counter_B,7.32,22.71,0,22.716666666666665,0,16,2,145.28333333333333
PAX20633,TAG354273,2025-07-16 09:34:00,2025-07-16 10:25:04,2025-07-16 10:39:00,Team_1,Routed,Held,Counter_B,17.09,13.92,1,13.933333333333334,1,10,2,51.06666666666667
PAX17458,TAG556784,2025-07-16 15:08:00,2025-07-16 17:34:06,2025-07-16 17:52:00,Team_1,Routed,Cleared,Counter_B,14.66,17.89,0,17.9,0,17,2,146.1
PAX58546,TAG223969,2025-07-16 12:19:00,2025-07-16 13:53:04,2025-07-16 14:15:00,Team_2,Routed,Manual Check,Counter_C,8.95,21.92,0,21.933333333333334,0,14,2,94.06666666666666
PAX38053,TAG525006,2025-07-16 16:49:00,2025-07-16 18:29:45,2025-07-16 18:54:00,Team_1,Routed,Cleared,Counter_B,8.92,24.25,0,24.25,0,18,2,100.75
PAX30865,TAG727029,2025-07-16 13:10:00,2025-07-16 15:18:14,2025-07-16 15:37:00,Team_1,Routed,Cleared,Counter_A,13.32,18.76,0,18.766666666666666,0,15,2,128.23333333333332
PAX11112,TAG257334,2025-07-16 20:54:00,2025-07-16 22:15:35,2025-07-16 22:27:00,Team_3,Routed,Cleared,Counter_C,13.44,11.41,1,11.416666666666666,1,22,2,81.58333333333333
PAX29908,TAG153852,2025-07-16 04:18:00,2025-07-16 05:12:48,2025-07-16 05:30:00,Team_2,Routed,Cleared,Counter_C,18.37,17.2,0,17.2,0,5,2,54.8
PAX99871,TAG966917,2025-07-16 14:40:00,2025-07-16 16:20:06,2025-07-16 16:42:00,Team_2,Routed,Cleared,Counter_B,13.29,21.89,0,21.9,0,16,2,100.1
PAX23103,TAG140833,2025-07-16 21:14:00,2025-07-16 22:42:41,2025-07-16 23:05:00,Team_1,Misrouted,Cleared,Counter_A,6.5,22.3,0,22.316666666666666,0,23,2,88.68333333333334
PAX61231,TAG964226,2025-07-16 18:58:00,2025-07-16 19:47:37,2025-07-16 20:06:00,Team_3,Routed,Cleared,Counter_A,8.3,18.37,0,18.383333333333333,0,20,2,49.61666666666667
PAX90312,TAG398262,2025-07-16 06:47:00,2025-07-16 08:39:23,2025-07-16 09:04:00,Team_1,Routed,Held,Counter_C,7.23,24.61,0,24.616666666666667,0,9,2,112.38333333333334
PAX77487,TAG200789,2025-07-16 18:42:00,2025-07-16 20:27:31,2025-07-16 20:38:00,Team_2,Routed,Cleared,Counter_B,10.15,10.47,1,10.483333333333333,1,20,2,105.51666666666667
PAX97164,TAG270715,2025-07-16 18:50:00,2025-07-16 20:28:47,2025-07-16 20:51:00,Team_2,Routed,Manual Check,Counter_B,5.46,22.21,0,22.216666666666665,0,20,2,98.78333333333333
PAX95654,TAG839935,2025-07-16 16:10:00,2025-07-16 17:09:33,2025-07-16 17:26:00,Team_2,Routed,Cleared,Counter_C,6.91,16.45,0,16.45,0,17,2,59.55
PAX52809,TAG320774,2025-07-16 10:12:00,2025-07-16 12:09:17,2025-07-16 12:29:00,Team_1,Routed,Cleared,Counter_A,6.84,19.71,0,19.716666666666665,0,12,2,117.28333333333333
PAX87028,TAG223436,2025-07-16 07:52:00,2025-07-16 08:45:09,2025-07-16 09:06:00,Team_3,Misrouted,Cleared,Counter_A,11.51,20.84,0,20.85,0,9,2,53.15
PAX47024,TAG907788,2025-07-16 13:48:00,2025-07-16 15:21:02,2025-07-16 15:44:00,Team_2,Routed,Cleared,Counter_B,12.98,22.96,0,22.966666666666665,0,15,2,93.03333333333333
PAX63723,TAG228574,2025-07-16 21:19:00,2025-07-16 22:28:08,2025-07-16 22:46:00,Team_1,Routed,Held,Counter_B,14.71,17.86,0,17.866666666666667,0,22,2,69.13333333333334
PAX96007,TAG135479,2025-07-16 14:38:00,2025-07-16 15:46:51,2025-07-16 16:10:00,Team_1,Routed,Cleared,Counter_A,6.55,23.14,0,23.15,0,16,2,68.85
PAX43053,TAG508482,2025-07-16 09:30:00,2025-07-16 10:30:24,2025-07-16 10:52:00,Team_2,Routed,Cleared,Counter_C,19.29,21.59,0,21.6,0,10,2,60.4
PAX52412,TAG571452,2025-07-16 07:33:00,2025-07-16 09:28:11,2025-07-16 09:52:00,Team_2,Routed,Manual Check,Counter_C,18.12,23.82,0,23.816666666666666,0,9,2,115.18333333333334
PAX51259,TAG888019,2025-07-16 21:35:00,2025-07-16 23:35:27,2025-07-16 23:55:00,Team_1,Routed,Cleared,Counter_B,7.98,19.55,0,19.55,0,23,2,120.45
PAX64499,TAG197744,2025-07-16 18:49:00,2025-07-16 20:38:32,2025-07-16 20:56:00,Team_1,Misrouted,Cleared,Counter_A,9.05,17.45,0,17.466666666666665,0,20,2,109.53333333333333
PAX77211,TAG733257,2025-07-16 19:16:00,2025-07-16 20:11:18,2025-07-16 20:17:00,Team_2,Routed,Cleared,Counter_A,13.54,5.7,1,5.7,1,20,2,55.3
PAX11209,TAG762215,2025-07-16 14:00:00,2025-07-16 16:23:39,2025-07-16 16:45:00,Team_2,Routed,Cleared,Counter_A,7.49,21.33,0,21.35,0,16,2,143.65
PAX23709,TAG606250,2025-07-16 18:59:00,2025-07-16 20:50:33,2025-07-16 21:12:00,Team_3,Routed,Cleared,Counter_C,16.35,21.44,0,21.45,0,21,2,111.55
PAX76188,TAG386728,2025-07-16 19:37:00,2025-07-16 21:09:20,2025-07-16 21:25:00,Team_3,Routed,Manual Check,Counter_C,16.55,15.67,0,15.666666666666666,0,21,2,92.33333333333333
PAX35776,TAG556065,2025-07-16 05:06:00,2025-07-16 06:10:46,2025-07-16 06:29:00,Team_2,Misrouted,Cleared,Counter_C,12.38,18.22,0,18.233333333333334,0,6,2,64.76666666666667
PAX69826,TAG146675,2025-07-16 12:21:00,2025-07-16 14:00:01,2025-07-16 14:21:00,Team_1,Routed,Cleared,Counter_B,9.56,20.98,0,20.983333333333334,0,14,2,99.01666666666667
PAX64689,TAG586060,2025-07-16 21:01:00,2025-07-16 23:04:10,2025-07-16 23:14:00,Team_1,Routed,Cleared,Counter_B,19.64,9.82,1,9.833333333333334,1,23,2,123.16666666666667
PAX44694,TAG414869,2025-07-16 05:33:00,2025-07-16 06:34:03,2025-07-16 06:52:00,Team_2,Routed,Held,Counter_B,12.05,17.93,0,17.95,0,6,2,61.05
PAX44782,TAG104493,2025-07-16 18:49:00,2025-07-16 20:50:29,2025-07-16 21:14:00,Team_2,Routed,Manual Check,Counter_A,19.26,23.51,0,23.516666666666666,0,21,2,121.48333333333333
PAX62032,TAG102359,2025-07-16 15:32:00,2025-07-16 17:56:18,2025-07-16 18:03:00,Team_2,Misrouted,Cleared,Counter_C,11.58,6.69,1,6.7,1,18,2,144.3
PAX81636,TAG536999,2025-07-16 02:35:00,2025-07-16 05:12:37,2025-07-16 05:32:00,Team_3,Routed,Cleared,Counter_B,13.37,19.38,0,19.383333333333333,0,5,2,157.61666666666667
PAX88675,TAG795535,2025-07-16 03:58:00,2025-07-16 06:07:02,2025-07-16 06:31:00,Team_3,Misrouted,Cleared,Counter_C,19.22,23.96,0,23.966666666666665,0,6,2,129.03333333333333
PAX47690,TAG917548,2025-07-16 06:45:00,2025-07-16 08:38:01,2025-07-16 08:54:00,Team_3,Routed,Manual Check,Counter_C,6.87,15.98,0,15.983333333333333,0,8,2,113.01666666666667
PAX53068,TAG285846,2025-07-16 20:47:00,2025-07-16 22:22:27,2025-07-16 22:41:00,Team_1,Routed,Cleared,Counter_B,16.14,18.54,0,18.55,0,22,2,95.45
PAX94783,TAG357526,2025-07-16 17:10:00,2025-07-16 19:37:14,2025-07-16 20:01:00,Team_3,Routed,Held,Counter_B,14.11,23.77,0,23.766666666666666,0,20,2,147.23333333333332
PAX32154,TAG789393,2025-07-16 12:55:00,2025-07-16 14:19:56,2025-07-16 14:42:00,Team_2,Routed,Cleared,Counter_A,16.44,22.06,0,22.066666666666666,0,14,2,84.93333333333334
PAX31483,TAG478986,2025-07-16 06:28:00,2025-07-16 08:29:00,2025-07-16 08:48:00,Team_3,Routed,Cleared,Counter_C,18.92,18.99,0,19.0,0,8,2,121.0
PAX81916,TAG770063,2025-07-16 04:07:00,2025-07-16 06:43:59,2025-07-16 07:04:00,Team_1,Misrouted,Held,Counter_A,13.4,20.01,0,20.016666666666666,0,7,2,156.98333333333332
PAX18648,TAG916489,2025-07-16 10:22:00,2025-07-16 12:50:05,2025-07-16 13:11:00,Team_1,Routed,Cleared,Counter_C,8.9,20.9,0,20.916666666666668,0,13,2,148.08333333333334
PAX80070,TAG587899,2025-07-16 19:46:00,2025-07-16 20:44:41,2025-07-16 21:07:00,Team_1,Routed,Cleared,Counter_B,9.05,22.3,0,22.316666666666666,0,21,2,58.68333333333333
PAX22062,TAG470399,2025-07-16 08:58:00,2025-07-16 10:07:46,2025-07-16 10:24:00,Team_2,Routed,Cleared,Counter_C,18.17,16.23,0,16.233333333333334,0,10,2,69.76666666666667
PAX12389,TAG750475,2025-07-16 04:18:00,2025-07-16 06:40:07,2025-07-16 07:04:00,Team_3,Routed,Cleared,Counter_C,9.67,23.87,0,23.883333333333333,0,7,2,142.11666666666667
PAX80098,TAG303602,2025-07-16 18:11:00,2025-07-16 20:49:46,2025-07-16 20:59:00,Team_2,Routed,Cleared,Counter_B,6.5,9.23,1,9.233333333333333,1,20,2,158.76666666666668
PAX66675,TAG208600,2025-07-16 19:20:00,2025-07-16 21:30:30,2025-07-16 21:49:00,Team_1,Routed,Cleared,Counter_C,14.35,18.49,0,18.5,0,21,2,130.5
PAX93556,TAG606905,2025-07-16 22:02:00,2025-07-16 23:27:31,2025-07-16 23:47:00,Team_3,Routed,Manual Check,Counter_A,8.48,19.48,0,19.483333333333334,0,23,2,85.51666666666667
PAX96117,TAG918691,2025-07-16 19:31:00,2025-07-16 20:10:55,2025-07-16 20:35:00,Team_3,Routed,Cleared,Counter_B,11.99,24.08,0,24.083333333333332,0,20,2,39.916666666666664
PAX36098,TAG144003,2025-07-16 04:53:00,2025-07-16 06:07:33,2025-07-16 06:28:00,Team_1,Routed,Cleared,Counter_C,12.16,20.45,0,20.45,0,6,2,74.55
PAX58829,TAG780228,2025-07-16 14:10:00,2025-07-16 15:01:24,2025-07-16 15:26:00,Team_2,Routed,Cleared,Counter_B,13.05,24.6,0,24.6,0,15,2,51.4
PAX21170,TAG240592,2025-07-16 06:44:00,2025-07-16 08:16:45,2025-07-16 08:38:00,Team_3,Routed,Cleared,Counter_A,13.75,21.23,0,21.25,0,8,2,92.75
PAX72053,TAG618358,2025-07-16 20:10:00,2025-07-16 22:17:49,2025-07-16 22:35:00,Team_3,Routed,Cleared,Counter_A,18.16,17.18,0,17.183333333333334,0,22,2,127.81666666666666
PAX93634,TAG432468,2025-07-16 09:41:00,2025-07-16 12:07:58,2025-07-16 12:19:00,Team_1,Routed,Cleared,Counter_A,18.41,11.02,1,11.033333333333333,1,12,2,146.96666666666667
PAX17197,TAG414787,2025-07-16 08:31:00,2025-07-16 09:20:32,2025-07-16 09:44:00,Team_1,Routed,Cleared,Counter_B,10.06,23.46,0,23.466666666666665,0,9,2,49.53333333333333
PAX54556,TAG991013,2025-07-16 15:22:00,2025-07-16 17:39:56,2025-07-16 18:04:00,Team_2,Misrouted,Cleared,Counter_B,8.04,24.06,0,24.066666666666666,0,18,2,137.93333333333334
PAX49298,TAG526635,2025-07-16 02:43:00,2025-07-16 04:34:42,2025-07-16 05:01:00,Team_3,Misrouted,Cleared,Counter_A,15.78,26.3,0,26.3,0,5,2,111.7
PAX28012,TAG650454,2025-07-16 06:30:00,2025-07-16 07:58:31,2025-07-16 08:23:00,Team_2,Routed,Manual Check,Counter_B,14.18,24.48,0,24.483333333333334,0,8,2,88.51666666666667
PAX26217,TAG291489,2025-07-16 20:53:00,2025-07-16 22:54:26,2025-07-16 23:13:00,Team_1,Routed,Cleared,Counter_B,14.75,18.55,0,18.566666666666666,0,23,2,121.43333333333334
PAX50827,TAG982342,2025-07-16 21:17:00,2025-07-16 22:29:12,2025-07-16 22:48:00,Team_3,Routed,Held,Counter_C,10.58,18.79,0,18.8,0,22,2,72.2
PAX85675,TAG824023,2025-07-16 20:06:00,2025-07-16 21:55:36,2025-07-16 22:19:00,Team_1,Routed,Cleared,Counter_B,8.98,23.4,0,23.4,0,22,2,109.6
PAX15339,TAG427042,2025-07-16 15:26:00,2025-07-16 17:54:37,2025-07-16 18:05:00,Team_1,Routed,Cleared,Counter_A,7.52,10.37,1,10.383333333333333,1,18,2,148.61666666666667
PAX19010,TAG198896,2025-07-16 21:04:00,2025-07-16 22:39:51,2025-07-16 23:00:00,Team_2,Routed,Cleared,Counter_B,8.17,20.13,0,20.15,0,23,2,95.85
PAX63213,TAG668290,2025-07-16 05:26:00,2025-07-16 07:58:47,2025-07-16 08:16:00,Team_1,Routed,Held,Counter_A,8.92,17.21,0,17.216666666666665,0,8,2,152.78333333333333
PAX53786,TAG276559,2025-07-16 08:21:00,2025-07-16 10:22:30,2025-07-16 10:41:00,Team_1,Routed,Cleared,Counter_C,13.34,18.49,0,18.5,0,10,2,121.5
PAX12207,TAG593161,2025-07-16 10:32:00,2025-07-16 11:28:23,2025-07-16 11:46:00,Team_3,Routed,Cleared,Counter_C,12.38,17.6,0,17.616666666666667,0,11,2,56.38333333333333
PAX41272,TAG527725,2025-07-16 04:04:00,2025-07-16 05:32:33,2025-07-16 05:43:00,Team_3,Routed,Cleared,Counter_A,5.16,10.44,1,10.45,1,5,2,88.55
PAX74572,TAG674162,2025-07-16 09:44:00,2025-07-16 11:39:22,2025-07-16 12:03:00,Team_2,Routed,Cleared,Counter_A,18.36,23.63,0,23.633333333333333,0,12,2,115.36666666666666
PAX79177,TAG406924,2025-07-16 13:27:00,2025-07-16 15:48:04,2025-07-16 16:08:00,Team_3,Routed,Cleared,Counter_B,14.69,19.93,0,19.933333333333334,0,16,2,141.06666666666666
PAX45305,TAG361127,2025-07-16 06:24:00,2025-07-16 08:26:40,2025-07-16 08:45:00,Team_2,Routed,Cleared,Counter_A,8.49,18.33,0,18.333333333333332,0,8,2,122.66666666666667
PAX25022,TAG525244,2025-07-16 22:09:00,2025-07-16 22:52:08,2025-07-16 23:12:00,Team_3,Routed,Cleared,Counter_A,14.38,19.86,0,19.866666666666667,0,23,2,43.13333333333333
PAX93993,TAG708388,2025-07-16 06:57:00,2025-07-16 08:22:05,2025-07-16 08:42:00,Team_1,Routed,Cleared,Counter_A,13.51,19.9,0,19.916666666666668,0,8,2,85.08333333333333
PAX16103,TAG866773,2025-07-16 05:49:00,2025-07-16 07:24:30,2025-07-16 07:43:00,Team_2,Routed,Manual Check,Counter_A,18.02,18.49,0,18.5,0,7,2,95.5
PAX85310,TAG102954,2025-07-16 10:26:00,2025-07-16 11:21:32,2025-07-16 11:45:00,Team_2,Routed,Cleared,Counter_A,16.7,23.46,0,23.466666666666665,0,11,2,55.53333333333333
PAX54742,TAG316356,2025-07-16 17:02:00,2025-07-16 18:48:48,2025-07-16 19:09:00,Team_1,Routed,Cleared,Counter_B,12.2,20.19,0,20.2,0,19,2,106.8
PAX52613,TAG531097,2025-07-16 15:50:00,2025-07-16 17:23:07,2025-07-16 17:42:00,Team_3,Routed,Cleared,Counter_A,9.2,18.87,0,18.883333333333333,0,17,2,93.11666666666666
PAX93237,TAG253003,2025-07-16 08:27:00,2025-07-16 11:11:18,2025-07-16 11:24:00,Team_3,Routed,Held,Counter_A,8.48,12.69,1,12.7,1,11,2,164.3
PAX74213,TAG612662,2025-07-16 10:49:00,2025-07-16 13:14:09,2025-07-16 13:27:00,Team_2,Routed,Cleared,Counter_A,13.3,12.84,1,12.85,1,13,2,145.15
PAX18048,TAG919350,2025-07-16 03:48:00,2025-07-16 06:28:41,2025-07-16 06:47:00,Team_2,Routed,Cleared,Counter_A,6.88,18.3,0,18.316666666666666,0,6,2,160.68333333333334
